"user_id","book_id","user_rating","avg_rating"
"1257138","21411931","really liked it","4.07"
"1257138","1339026","liked it","3.82"
"1257138","17698059","really liked it","4.08"
"1257138","1609637","did not like it","4.00"
"1257138","10137884","really liked it","3.71"
"1257138","14916","really liked it","3.53"
"1257138","30753719","really liked it","4.03"
"1257138","33311836","liked it","3.75"
"1257138","1339023","liked it","3.80"
"1257138","1054669","did not like it","3.66"
"1257138","593945","liked it","4.39"
"1257138","7099920","liked it","4.11"
"1257138","23724652","liked it","4.24"
"1257138","13586361","really liked it","3.68"
"1257138","1054667","liked it","3.65"
"1257138","32620349","liked it","3.82"
"1257138","34678253","it was amazing","5.00"
"1257138","382842","liked it","3.81"
"1257138","30253864","it was amazing","4.03"
"1257138","16146049","really liked it","4.14"
"1257138","18143822","really liked it","4.13"
"1257138","15803940","liked it","4.15"
"1257138","13488630","liked it","3.92"
"1257138","12384004","really liked it","3.64"
"1257138","13077588","really liked it","4.23"
"1257138","11707621","really liked it","4.22"
"1257138","7706970","liked it","4.32"
"1257138","8679704","really liked it","4.28"
"1257138","6494601","liked it","4.36"
"1257138","18917469","liked it","4.27"
"1257138","6801652","really liked it","4.31"
"1257138","5147134","liked it","4.32"
"1257138","3769623","liked it","4.32"
"1257138","3765336","really liked it","4.34"
"1257138","2324902","really liked it","4.29"
"1257138","1898916","really liked it","4.31"
"1257138","16085325","liked it","3.79"
"1257138","382839","really liked it","3.89"
"1257138","784222","really liked it","4.27"
"1257138","263173","really liked it","4.25"
"1257138","24856950","liked it","3.72"
"1257138","20906542","liked it","3.66"
"1257138","18070208","liked it","3.39"
"1257138","22105703","it was ok","3.99"
"1257138","18145916","liked it","3.76"
"1257138","29467561","liked it","3.31"
"1257138","29775598","really liked it","3.91"
"1257138","22631925","liked it","3.88"
"1257138","18562972","liked it","4.07"
"1257138","17689064","really liked it","4.03"
"1257138","16121414","really liked it","3.99"
"1257138","13580807","liked it","3.90"
"1257138","17857664","liked it","3.49"
"1257138","106040","liked it","4.13"
"1257138","106037","liked it","4.00"
"1257138","106050","liked it","4.02"
"1257138","106064","liked it","4.10"
"1257138","17137629","liked it","3.53"
"1257138","13228422","liked it","3.74"
"1257138","382840","really liked it","3.90"
"1257138","83927","really liked it","3.79"
"1257138","21869865","really liked it","3.76"
"1257138","28503798","liked it","3.93"
"1257138","382847","really liked it","3.94"
"1257138","18465982","really liked it","3.84"
"1257138","15784968","liked it","3.96"
"1257138","10161216","liked it","3.66"
"1257138","13330549","liked it","3.87"
"1257138","15777469","liked it","3.60"
"1257138","410261","liked it","3.43"
"1257138","25894024","really liked it","3.90"
"1257138","25734248","liked it","3.49"
"1257138","12043770","it was amazing","4.39"
"1257138","28925236","it was amazing","4.01"
"1257138","30211956","it was amazing","3.85"
"1257138","29870149","really liked it","3.93"
"1257138","9565045","liked it","4.28"
"1257138","25066815","liked it","3.58"
"1257138","23546850","liked it","3.89"
