"user_id","book_id","user_rating","avg_rating"
"4015316","13558878","really liked it","4.37"
"4015316","7993774","really liked it","4.22"
"4015316","30289961","it was amazing","4.36"
"4015316","224789","liked it","3.75"
"4015316","18221953","it was amazing","4.20"
"4015316","20558124","it was amazing","4.02"
"4015316","17969479","really liked it","4.50"
"4015316","31368538","it was amazing","4.30"
"4015316","16059939","really liked it","4.00"
"4015316","27918419","really liked it","4.17"
"4015316","21786566","really liked it","4.07"
"4015316","21757541","really liked it","3.96"
"4015316","26236877","really liked it","3.86"
"4015316","26804433","really liked it","4.03"
"4015316","10991632","liked it","3.81"
"4015316","15832167","really liked it","4.29"
"4015316","24993219","it was amazing","4.13"
"4015316","29887345","it was amazing","4.13"
"4015316","25004163","it was amazing","4.43"
"4015316","16201131","really liked it","3.63"
"4015316","26827675","really liked it","3.99"
"4015316","29906288","liked it","4.71"
"4015316","18075001","really liked it","4.22"
"4015316","18774964","liked it","4.35"
"4015316","28274031","liked it","4.21"
"4015316","27823433","really liked it","4.18"
"4015316","11276785","liked it","3.72"
"4015316","28241136","really liked it","4.13"
"4015316","27069778","really liked it","3.84"
"4015316","27794073","it was amazing","4.29"
"4015316","17947976","really liked it","3.79"
"4015316","26835101","it was amazing","4.18"
"4015316","25752072","really liked it","4.36"
"4015316","22618850","liked it","3.50"
"4015316","26247747","liked it","3.91"
"4015316","24491552","really liked it","3.94"
"4015316","27390905","it was amazing","4.20"
"4015316","25524320","liked it","4.00"
"4015316","25462573","it was amazing","3.95"
"4015316","27228341","it was amazing","4.12"
"4015316","26544752","really liked it","3.96"
"4015316","24869696","really liked it","4.31"
"4015316","27239728","liked it","3.68"
"4015316","26225209","really liked it","4.15"
"4015316","17906245","really liked it","4.17"
"4015316","22707175","really liked it","3.93"
"4015316","19547151","really liked it","4.05"
"4015316","12962711","really liked it","4.23"
"4015316","22713330","really liked it","4.25"
"4015316","25802884","really liked it","4.12"
"4015316","22612595","really liked it","3.89"
"4015316","25387188","really liked it","3.96"
"4015316","23848035","liked it","3.35"
"4015316","24498681","really liked it","4.05"
"4015316","22381190","really liked it","3.77"
"4015316","24894826","liked it","3.84"
"4015316","26092932","really liked it","4.23"
"4015316","25348554","really liked it","4.35"
"4015316","26367700","really liked it","4.35"
"4015316","24846635","really liked it","4.12"
"4015316","27036427","it was amazing","4.05"
"4015316","22626919","really liked it","4.19"
"4015316","26079729","really liked it","3.99"
"4015316","25727566","liked it","3.32"
"4015316","21418011","really liked it","4.16"
"4015316","25700011","it was amazing","4.31"
"4015316","23259316","liked it","3.89"
"4015316","23482688","liked it","3.87"
"4015316","23716871","really liked it","3.63"
"4015316","25087257","really liked it","4.30"
"4015316","12476223","really liked it","4.13"
"4015316","19436076","really liked it","4.10"
"4015316","11382795","really liked it","3.99"
"4015316","26015923","really liked it","4.07"
"4015316","23809374","liked it","4.10"
"4015316","25737265","really liked it","3.85"
"4015316","16139491","really liked it","4.00"
"4015316","29953452","really liked it","4.19"
"4015316","24473763","really liked it","4.12"
"4015316","24280767","really liked it","4.18"
"4015316","25956263","really liked it","4.13"
"4015316","25950297","really liked it","4.17"
"4015316","25931953","really liked it","3.87"
"4015316","25931948","really liked it","4.03"
"4015316","25615831","really liked it","4.16"
"4015316","25919882","really liked it","4.05"
"4015316","15769867","it was amazing","3.92"
"4015316","13507226","really liked it","4.31"
"4015316","24457981","really liked it","3.98"
"4015316","18245947","really liked it","4.17"
"4015316","25801829","it was amazing","3.92"
"4015316","7983561","really liked it","4.20"
"4015316","25847458","really liked it","4.19"
"4015316","25847445","really liked it","4.24"
"4015316","25841692","really liked it","4.11"
"4015316","25831244","really liked it","4.19"
"4015316","23665732","it was amazing","3.99"
"4015316","24938549","really liked it","4.11"
"4015316","24938490","really liked it","4.12"
"4015316","25807491","really liked it","4.10"
"4015316","25798621","it was amazing","4.18"
"4015316","23498189","liked it","3.90"
"4015316","25786785","it was amazing","4.14"
"4015316","25774504","really liked it","4.26"
"4015316","28163816","it was amazing","4.37"
"4015316","22379980","really liked it","3.59"
"4015316","15825227","really liked it","4.21"
"4015316","25127438","it was amazing","4.01"
"4015316","25475115","really liked it","3.79"
"4015316","20827363","really liked it","3.81"
"4015316","20836164","really liked it","4.10"
"4015316","25808001","liked it","3.42"
"4015316","25518955","really liked it","3.97"
"4015316","25389275","really liked it","4.21"
"4015316","24937499","really liked it","4.27"
"4015316","22707203","really liked it","3.87"
"4015316","20488116","really liked it","4.01"
"4015316","25564107","it was amazing","4.13"
"4015316","18301851","it was amazing","4.20"
"4015316","25561301","liked it","4.14"
"4015316","23430689","really liked it","3.94"
"4015316","25109471","really liked it","3.80"
"4015316","18938929","really liked it","3.54"
"4015316","27254839","really liked it","3.76"
"4015316","20957444","really liked it","4.34"
"4015316","25915949","really liked it","3.62"
"4015316","24358762","really liked it","3.97"
"4015316","24914112","really liked it","4.27"
"4015316","24612118","it was ok","3.56"
"4015316","17306898","it was ok","3.84"
"4015316","23492543","liked it","4.17"
"4015316","18042822","really liked it","4.10"
"4015316","25372601","really liked it","4.01"
"4015316","21411908","really liked it","3.79"
"4015316","25347843","liked it","3.30"
"4015316","25368838","liked it","3.83"
"4015316","25300983","liked it","4.17"
"4015316","25263608","it was amazing","4.17"
"4015316","26055409","really liked it","4.60"
"4015316","24311619","really liked it","3.94"
"4015316","22608157","liked it","3.45"
"4015316","22796523","really liked it","3.55"
"4015316","24866469","liked it","3.39"
"4015316","21898308","liked it","3.70"
"4015316","22883581","really liked it","4.05"
"4015316","25331975","really liked it","3.93"
"4015316","21524446","really liked it","3.66"
"4015316","25275205","it was amazing","3.16"
"4015316","23625549","it was amazing","3.97"
"4015316","25099364","really liked it","4.05"
"4015316","22376958","really liked it","4.07"
"4015316","22404944","liked it","3.98"
"4015316","17315048","it was amazing","4.39"
"4015316","12090316","really liked it","3.94"
"4015316","23387522","really liked it","3.94"
"4015316","24868385","really liked it","4.06"
"4015316","13747794","really liked it","4.06"
"4015316","26877849","it was amazing","4.21"
"4015316","23834613","really liked it","4.09"
"4015316","5393637","really liked it","4.32"
"4015316","24810135","liked it","3.06"
"4015316","24352018","it was amazing","3.68"
"4015316","25182522","really liked it","3.61"
"4015316","18470792","really liked it","4.27"
"4015316","8141616","really liked it","4.11"
"4015316","18461986","liked it","4.09"
"4015316","16088786","really liked it","4.29"
"4015316","24838694","really liked it","3.83"
"4015316","13516451","liked it","4.22"
"4015316","13632410","really liked it","4.21"
"4015316","15706171","it was amazing","4.13"
"4015316","24917641","really liked it","4.04"
"4015316","16065507","really liked it","4.23"
"4015316","22885868","really liked it","4.04"
"4015316","22799344","liked it","4.07"
"4015316","22609101","really liked it","3.56"
"4015316","22823730","it was amazing","4.52"
"4015316","22353011","liked it","3.75"
"4015316","24779107","it was amazing","3.94"
"4015316","22586294","it was amazing","4.28"
"4015316","24383206","it was amazing","4.05"
"4015316","24793160","it was amazing","3.38"
"4015316","23303693","it was ok","3.75"
"4015316","24688276","really liked it","3.48"
"4015316","22323933","really liked it","3.78"
"4015316","6912664","liked it","3.95"
"4015316","13172961","it was amazing","4.43"
"4015316","9664644","liked it","4.06"
"4015316","4450057","liked it","3.74"
"4015316","24298721","really liked it","3.88"
"4015316","17355353","it was amazing","4.46"
"4015316","18221939","it was amazing","4.44"
"4015316","24423458","it was amazing","4.26"
"4015316","21399800","it was amazing","4.40"
"4015316","16180971","it was amazing","4.33"
"4015316","18891496","it was ok","4.12"
"4015316","22448211","it was amazing","4.12"
"4015316","24135000","really liked it","3.94"
"4015316","21691788","really liked it","4.07"
"4015316","23566506","really liked it","3.76"
"4015316","13529353","liked it","3.90"
"4015316","21420230","liked it","3.48"
"4015316","9810337","liked it","3.82"
"4015316","23379245","liked it","3.90"
"4015316","23587984","liked it","4.13"
"4015316","11308273","really liked it","3.96"
"4015316","24327127","really liked it","4.05"
"4015316","24200687","really liked it","4.13"
"4015316","26021402","it was amazing","4.31"
"4015316","19657088","liked it","4.18"
"4015316","22032626","really liked it","4.38"
"4015316","22567947","it was amazing","4.04"
"4015316","16084118","it was amazing","4.07"
"4015316","22931389","it was amazing","4.40"
"4015316","10955326","liked it","3.84"
"4015316","5367136","it was amazing","4.07"
"4015316","18487087","liked it","3.75"
"4015316","20902074","really liked it","3.99"
"4015316","17183419","liked it","3.70"
"4015316","22463693","really liked it","4.13"
"4015316","23417155","liked it","3.74"
"4015316","18220696","really liked it","3.92"
"4015316","18693839","really liked it","3.94"
"4015316","18744445","liked it","3.77"
"4015316","17570155","really liked it","4.01"
"4015316","19396612","it was ok","4.24"
"4015316","22821957","liked it","3.95"
"4015316","24445517","really liked it","4.32"
"4015316","20426102","really liked it","4.12"
"4015316","22383627","really liked it","4.21"
"4015316","22915460","liked it","3.88"
"4015316","18693621","really liked it","4.30"
"4015316","20735833","really liked it","3.87"
"4015316","23267301","really liked it","4.19"
"4015316","18481904","really liked it","3.97"
"4015316","22075732","really liked it","4.14"
"4015316","22864841","it was amazing","4.10"
"4015316","21813327","it was amazing","4.38"
"4015316","22744701","really liked it","4.00"
"4015316","22840398","it was ok","3.34"
"4015316","23556036","it was amazing","4.11"
