user_id,total_reviews,,user_id_scrapped
5004167,209,,8581628
4135031,209,,2588410
7312933,209,,7285729
6102155,209,,4237090
5898742,209,,7463533
3154377,209,,5805917
1297319,208,,2565050
5810442,208,,924136
3190614,208,,3279943
2067645,208,,7729287
31186,208,,837122
2170693,208,,9159182
412302,208,,7367522
5788420,208,,1330119
7935992,208,,234731
5757531,207,,5548641
699857,207,,2301681
280382,207,,1452854
5935487,207,,7529062
6345523,207,,1483994
3987266,207,,2058331
3977500,207,,7656499
1110463,206,,905998
983819,206,,4071790
8707782,206,,1955435
3366244,206,,544437
4825700,206,,8066926
2184988,206,,2897497
8677724,206,,9232675
6457222,206,,8709627
41539,206,,4625490
7446874,205,,2058486
1438768,205,,1943709
3864432,205,,1352698
161837,205,,973901
5858716,205,,3781007
1921476,205,,
2580188,205,,
6249131,205,,
657496,205,,
352296,205,,
2182101,204,,
2090213,204,,
3993679,204,,
2694197,204,,
2092233,204,,
4723171,204,,
9208244,204,,
4057092,204,,
5336886,204,,
5183098,204,,
7159776,204,,
797120,203,,
6782726,203,,
6102620,203,,
6353978,203,,
1913825,203,,
1673976,203,,
1133231,203,,
441204,203,,
2010405,202,,
3787430,202,,
1694323,202,,
930691,202,,
4748576,202,,
127341,202,,
3431786,202,,
4533794,202,,
6176678,202,,
5328956,202,,
4548154,202,,
1968260,202,,
743109,202,,
276304,202,,
644155,201,,
2181030,201,,
8084071,201,,
5901173,201,,
5127205,201,,
1125340,201,,
976028,201,,
1050566,201,,
7291283,201,,
7908910,201,,
3988513,201,,
749613,201,,
7388169,200,,
3178331,200,,
1956796,200,,
4988047,200,,
4304572,200,,
1994274,200,,
1966013,199,,
80522,199,,
3581945,199,,
5603791,199,,
742316,198,,
8880518,198,,
3249598,198,,
32014,198,,
202682,198,,
308532,198,,
3890428,198,,
6355687,198,,
4335141,198,,
4780559,198,,
792132,198,,
445533,198,,
6009376,197,,
2148740,197,,
6094876,197,,
1057734,197,,
1328792,197,,
698729,197,,
5784307,196,,
5905172,196,,
6508693,196,,
1308261,196,,
7459087,196,,
88923,196,,
5985649,196,,
7329199,196,,
5961058,196,,
5186126,196,,
4083172,196,,
3181334,195,,
1552634,195,,
1873279,195,,
3660203,195,,
5229727,195,,
647991,195,,
908975,195,,
6939387,195,,
4942948,195,,
3862403,195,,
2284222,195,,
2077177,194,,
8597200,194,,
6363108,194,,
236325,194,,
5842620,194,,
867546,194,,
1283371,194,,
1135354,194,,
6929191,194,,
877451,194,,
4319360,194,,
917155,194,,
5345726,193,,
7946743,193,,
5369366,193,,
197806,193,,
169842,193,,
6209882,192,,
244461,192,,
754491,192,,
704984,192,,
1633202,192,,
1662451,192,,
4766300,192,,
6642767,191,,
4533526,191,,
253112,191,,
2104951,191,,
1391754,191,,
4323266,191,,
5242117,191,,
3997277,191,,
221256,191,,
2115470,190,,
783700,190,,
4598042,190,,
4437857,190,,
621916,190,,
855566,190,,
7947019,190,,
4236904,190,,
6946487,190,,
5893835,190,,
4698361,190,,
3055585,190,,
1001319,190,,
2724572,189,,
6124330,189,,
2556432,189,,
2314837,189,,
4016487,189,,
3129065,189,,
4133652,189,,
1784974,189,,
1258538,189,,
638504,189,,
1219806,188,,
5623788,188,,
2397655,188,,
162396,188,,
8583011,188,,
6412104,188,,
953767,188,,
1430202,188,,
4660573,188,,
391193,188,,
1523948,187,,
8615188,187,,
1503257,187,,
1628300,187,,
4887393,187,,
4658378,187,,
843092,187,,
962265,187,,
2927182,187,,
1433252,187,,
4733745,187,,
8489621,187,,
7529428,187,,
6399555,187,,
5740271,187,,
5691696,187,,
3334025,187,,
1255223,187,,
158455,187,,
1205866,186,,
281511,186,,
1096785,186,,
3242992,186,,
1290521,186,,
2868529,186,,
8636868,186,,
2038850,186,,
1498329,186,,
5729839,186,,
6080909,186,,
8814098,186,,
7478408,186,,
2890726,186,,
4737997,185,,
822412,185,,
134733,185,,
3608816,185,,
5103849,185,,
5756426,185,,
4787809,185,,
8161001,185,,
9172680,185,,
5817571,185,,
7057409,185,,
5710620,185,,
4184187,185,,
3915172,185,,
143523,185,,
574954,184,,
2238759,184,,
5349494,184,,
122317,184,,
9014779,184,,
7623380,184,,
5093669,184,,
3998101,184,,
3701563,184,,
2577473,184,,
1864839,184,,
1669380,184,,
3040293,183,,
5649524,183,,
2040917,183,,
1741701,183,,
3861150,183,,
303764,183,,
5935978,182,,
1172410,182,,
4978575,182,,
8794144,182,,
2455994,182,,
1749065,182,,
1142376,182,,
5556096,181,,
1047348,181,,
100167,181,,
577298,181,,
153197,181,,
4272235,181,,
6886122,181,,
5195159,181,,
4930320,181,,
1283482,181,,
1252590,181,,
223026,181,,
202135,180,,
9185510,180,,
4167413,180,,
5619603,180,,
2985496,180,,
5827129,180,,
1068533,180,,
1094677,180,,
7996458,180,,
6409646,180,,
3739529,180,,
2791987,180,,
2168194,180,,
1460955,180,,
2115591,179,,
5363823,179,,
3340687,179,,
3228750,179,,
4203414,179,,
877296,179,,
7828045,179,,
2477392,179,,
5927899,179,,
3882338,179,,
3171871,179,,
1647568,179,,
3027968,178,,
5669937,178,,
6224284,178,,
4340619,178,,
8503920,178,,
1496571,178,,
3658457,178,,
2737525,178,,
2404655,178,,
866318,178,,
1047400,178,,
4826452,178,,
5899216,178,,
5844980,178,,
4631180,178,,
1426044,178,,
158603,178,,
5416176,177,,
1003162,177,,
411374,177,,
1526808,177,,
4807369,177,,
4564931,177,,
8410704,177,,
1627411,177,,
3665117,177,,
6817502,177,,
4407211,177,,
5754642,177,,
8751299,177,,
8456694,177,,
6295042,177,,
2619646,177,,
1939326,177,,
2538892,176,,
7655313,176,,
370383,176,,
2725240,176,,
7357241,176,,
7010704,176,,
1912613,176,,
2327078,176,,
1062510,176,,
1041732,176,,
5909687,176,,
4071088,175,,
4672084,175,,
5587788,175,,
1138730,175,,
7600964,175,,
647497,175,,
5497553,175,,
4379319,175,,
4102905,175,,
2976529,174,,
2563042,174,,
8495028,174,,
2220828,174,,
2297710,173,,
536735,173,,
8087271,173,,
35488,173,,
1155519,173,,
8866450,173,,
7854826,173,,
3217801,173,,
3388448,173,,
4606899,173,,
4492808,173,,
3093000,173,,
775131,173,,
1163441,172,,
2295390,172,,
7878898,172,,
6619835,172,,
7304892,172,,
3586922,172,,
4859065,172,,
5975789,172,,
7222759,172,,
5347428,172,,
2165276,172,,
1741667,172,,
1744326,171,,
4282158,171,,
8179275,171,,
1206520,171,,
6009927,171,,
1928942,171,,
1032093,171,,
3342640,170,,
2889007,170,,
3768301,170,,
1217176,170,,
3476595,170,,
8046739,170,,
2044060,170,,
5862193,170,,
2931588,170,,
2615211,170,,
1655110,170,,
1407592,169,,
4746257,169,,
2557886,169,,
3804639,169,,
6783573,169,,
2011668,169,,
3120014,169,,
7301790,169,,
613464,169,,
1765447,169,,
5202257,169,,
1607304,169,,
5860412,169,,
8940553,169,,
814968,168,,
4445815,168,,
726263,168,,
6206310,168,,
358322,168,,
8923727,168,,
51873,168,,
6538831,168,,
9062568,168,,
8666557,167,,
6011849,167,,
847455,167,,
2673817,167,,
746121,167,,
919191,167,,
1586461,167,,
6857208,167,,
3162831,167,,
3818716,167,,
3047395,167,,
6970222,167,,
3244545,167,,
4472641,167,,
2804369,167,,
1720306,167,,
684208,167,,
284285,167,,
230065,166,,
1487936,166,,
2981080,166,,
3047150,166,,
201574,166,,
7298848,166,,
1873929,166,,
5977865,166,,
5801904,166,,
2555125,166,,
2373739,166,,
138213,166,,
4768979,165,,
6838508,165,,
7314055,165,,
1666574,165,,
2878000,165,,
5210877,165,,
608748,165,,
2697082,165,,
5782481,165,,
2257506,165,,
8192706,165,,
5915763,165,,
5852350,165,,
3388075,165,,
5897881,165,,
3768940,165,,
1521801,165,,
1070495,165,,
1032088,165,,
1385518,164,,
5244178,164,,
1377326,164,,
7971097,164,,
157126,164,,
4586134,164,,
8259640,164,,
230048,164,,
1249767,163,,
2322651,163,,
279596,163,,
3401865,163,,
1428146,163,,
7390877,163,,
5873017,163,,
4906127,163,,
1713154,163,,
8152813,163,,
8819386,163,,
924163,163,,
3493240,163,,
6780125,163,,
901758,163,,
9259555,163,,
8704531,163,,
7272646,163,,
3923160,163,,
3050344,163,,
2507243,163,,
1848153,163,,
1205801,163,,
1166087,163,,
5863559,162,,
8941445,162,,
5227895,162,,
4234612,162,,
82567,162,,
3575857,162,,
2439094,162,,
372332,162,,
5244399,162,,
5150572,162,,
1602775,162,,
207683,162,,
1497745,161,,
5116437,161,,
5310779,161,,
8779608,161,,
6951853,161,,
899542,161,,
5678171,161,,
3935244,161,,
2631068,161,,
7431593,161,,
2220621,161,,
3529909,161,,
1744931,161,,
8922470,161,,
65763,161,,
5891571,160,,
5100484,160,,
6265174,160,,
8837303,160,,
1628013,160,,
8971466,160,,
5873022,160,,
1603829,160,,
7432242,160,,
7355652,160,,
3004837,160,,
1969978,160,,
1342808,160,,
1215266,160,,
1030601,160,,
377237,159,,
7094732,159,,
630982,159,,
5295980,159,,
6582362,159,,
8449547,159,,
7621297,159,,
4694544,159,,
2867151,159,,
803803,159,,
5732701,159,,
3273546,159,,
8633309,159,,
219006,159,,
6828643,159,,
6573376,159,,
6529512,159,,
4485001,159,,
4349787,159,,
4016902,159,,
3197948,159,,
3106572,159,,
42903,159,,
8240696,158,,
6250789,158,,
2166210,158,,
5860818,158,,
1740247,158,,
8258868,158,,
3137581,158,,
5738835,158,,
7340811,158,,
5905201,158,,
5707620,158,,
7149036,158,,
3612688,158,,
1175920,158,,
804494,158,,
905125,157,,
4763124,157,,
2093572,157,,
3745310,157,,
1454416,157,,
7990838,157,,
4435543,157,,
3960924,157,,
90683,157,,
1139932,156,,
5768311,156,,
638503,156,,
728837,156,,
7390873,156,,
7208243,156,,
5105558,156,,
3985545,156,,
3639070,155,,
5969625,155,,
4891018,155,,
2438610,155,,
2519887,155,,
9545,155,,
393065,155,,
863372,155,,
7679419,155,,
4354413,155,,
6683614,155,,
2978878,155,,
8699814,155,,
5492961,155,,
4691184,155,,
2526360,155,,
87700,154,,
2515027,154,,
314066,154,,
4283544,154,,
4416171,154,,
3211162,154,,
8581628,154,,
2588410,154,,
5742937,154,,
7285729,154,,
4237090,154,,
7463533,154,,
5805917,154,,
2565050,154,,
1949809,154,,
924136,154,,
324460,153,,
3279943,153,,
2854199,153,,
7729287,153,,
925973,153,,
837122,153,,
9159182,153,,
7367522,153,,
1330119,153,,
934160,153,,
234731,153,,
193600,153,,
5548641,152,,
2301681,152,,
501935,152,,
1452854,152,,
7529062,152,,
2116575,152,,
1483994,152,,
2058331,152,,
7656499,152,,
905998,152,,
7897291,152,,
4071790,152,,
1481868,152,,
1955435,151,,
544437,151,,
8066926,151,,
2897497,151,,
790969,151,,
9232675,151,,
8709627,151,,
5174357,151,,
4625490,151,,
2058486,151,,
1943709,151,,
1352698,151,,
973901,150,,
3781007,150,,
