user_id,total_reviews,,user_id_scrapped
3182850,412,,2556432
2953997,412,,4016487
1690005,411,,1784974
6363846,411,,1258538
7549296,410,,638504
7152864,410,,2397655
113596,409,,162396
49322,409,,1430202
3257356,409,,391193
1449494,406,,1523948
3923822,406,,4887393
1271603,406,,4658378
4753648,403,,843092
4515370,403,,1433252
4696613,403,,4733745
5898170,403,,8489621
7445343,403,,7529428
13699,403,,5740271
5751463,402,,5691696
5967218,402,,1255223
7180139,401,,158455
2587533,401,,3242992
790095,401,,1290521
4492046,400,,2038850
5745485,400,,5729839
2305252,399,,8814098
220833,399,,2890726
1234141,399,,4737997
358682,398,,822412
2607684,397,,5103849
1359087,397,,8161001
998969,396,,9172680
1763966,396,,5817571
7251040,396,,7057409
5120032,396,,4184187
3383236,396,,143523
145400,396,,574954
609582,395,,2238759
575042,394,,5349494
585688,393,,122317
228549,392,,9014779
1678689,392,,7623380
4580667,391,,2577473
1174256,391,,1864839
6474508,386,,3040293
7243938,386,,5649524
69889,386,,2040917
6022684,385,,1741701
1284921,384,,3861150
3063583,384,,1172410
2135425,382,,4978575
814746,382,,8794144
336238,382,,2455994
2365023,381,,1142376
5904827,381,,5556096
3220080,381,,1047348
3428003,380,,4272235
3085712,380,,6886122
2338442,380,,4930320
2039351,379,,1283482
4989035,379,,1252590
37876,378,,5619603
5729330,378,,5827129
6960485,378,,1068533
3137970,378,,1094677
1995137,378,,6409646
1300130,378,,3739529
1173460,378,,2791987
3194216,376,,1460955
3703662,376,,5363823
1238978,375,,3228750
3935029,375,,4203414
7892974,374,,7828045
3437089,374,,3171871
122011,374,,1647568
3286264,374,,8503920
1321103,374,,1496571
2527058,371,,3658457
5237836,371,,2404655
267866,371,,866318
5689428,370,,4826452
238637,369,,5844980
7556467,369,,1003162
6187625,369,,411374
3730723,369,,1526808
413802,368,,4807369
46173,368,,4564931
650294,368,,1627411
178353,368,,803830
5866314,367,,3480603
6472696,367,,5633544
2273763,367,,4709584
2154037,366,,3323983
5630113,365,,3065167
2525554,365,,1069037
2889123,365,,31879
7702916,364,,8810440
9061410,364,,2908221
1642318,364,,3078520
2090085,364,,2417547
9148078,364,,7715377
975733,364,,8027296
391739,364,,3318315
1089821,364,,537331
7368948,362,,4839193
6227186,362,,2824995
7382533,361,,646388
4157702,361,,2678337
1274550,361,,647842
8838699,361,,5983150
2935034,361,,2355989
2858587,360,,41559
9153622,359,,1219733
3443118,359,,5913088
4326206,358,,420574
1318278,358,,1095573
5216458,358,,4992152
1442087,357,,8827596
1670934,356,,8384571
8606413,356,,6112276
5268046,356,,797000
114093,356,,6163718
6513938,354,,7212461
1759473,354,,5004167
3138683,354,,6102155
7519010,354,,5898742
7190199,353,,3154377
4160960,353,,1297319
7678916,353,,5810442
314382,353,,3190614
7751000,352,,2170693
5231,352,,5757531
104917,351,,280382
48564,351,,5935487
2471697,350,,6345523
6548894,350,,3987266
4510715,349,,3977500
4280826,349,,1110463
2819259,349,,983819
1151318,349,,8707782
1135697,348,,3366244
173023,348,,6457222
6402256,348,,7446874
5328366,348,,161837
4822597,347,,2580188
1332214,346,,6249131
8219831,346,,657496
3981397,345,,2182101
5877170,345,,3993679
115494,345,,2694197
3906820,344,,4723171
3143590,343,,9208244
2547846,343,,5336886
184844,342,,5183098
3657943,342,,797120
5740721,342,,6782726
7026114,342,,6353978
1306410,342,,1673976
856034,341,,1133231
2800927,341,,441204
5273538,341,,3787430
5236865,341,,1694323
5183028,341,,930691
4751989,341,,4748576
1134669,340,,6176678
4262662,340,,1968260
2322783,340,,276304
1972706,339,,644155
1660993,339,,2181030
3747299,337,,8084071
6036599,337,,5901173
4738614,337,,5127205
778752,336,,976028
6150621,336,,1050566
5888466,336,,7291283
7859888,335,,7908910
3352411,334,,3988513
967569,334,,749613
7392746,333,,7388169
7339473,333,,3178331
3269816,332,,1956796
3118576,332,,4988047
5919885,332,,4304572
1832094,332,,1994274
5771244,330,,3581945
1159939,329,,742316
5945151,329,,8880518
5378410,328,,3249598
7917513,328,,32014
821341,327,,202682
732169,327,,3890428
5441861,327,,6355687
1211674,326,,4335141
2009627,326,,6009376
4495124,326,,2148740
6710522,326,,6094876
189810,325,,1328792
323130,325,,698729
1399934,324,,5784307
1771463,324,,1308261
1149719,323,,7459087
1056200,322,,88923
292989,322,,7329199
7838238,321,,5961058
660104,321,,5186126
5314644,321,,4083172
4603226,321,,3181334
4776721,320,,3660203
8486233,320,,5229727
7501215,320,,647991
4775657,320,,6939387
4045092,320,,975151
3096318,320,,68768
1901620,320,,1160057
1451884,319,,288789
1214703,319,,5516742
2093830,318,,6020646
2677862,318,,2833707
1719615,318,,4254735
967914,318,,5348578
7651738,317,,127972
4645388,317,,2803931
3290004,316,,2168851
3128084,316,,1041061
5677580,316,,5356911
2393154,316,,2453002
129682,316,,2859308
2329065,315,,1460754
5295056,315,,88252
6955695,315,,4292121
7081410,315,,5624947
2877319,314,,1340488
3973059,314,,3024594
3636125,314,,677374
2567355,313,,2435017
3217191,313,,805949
3000236,313,,240245
2989001,312,,5497579
85501,312,,3954174
8537441,312,,8798077
2485778,312,,7281449
5563843,312,,1421239
64939,311,,1086384
8265190,311,,7180584
4866138,311,,4448196
6283909,310,,2768497
1572421,310,,7527109
659411,309,,2787742
554401,309,,782826
2757501,308,,3086983
9175651,308,,5602360
894751,308,,808903
2400611,308,,4528639
5862209,307,,551733
3486062,306,,3469114
6188265,306,,5718804
4856604,306,,1176806
7342052,306,,2913111
946749,306,,5165571
674092,305,,6604466
1185911,305,,7983120
4430670,305,,3516811
2062658,305,,2814698
4914694,304,,877148
4155773,304,,1561890
433333,303,,8378334
7390748,303,,7433837
3701258,303,,132823
925476,302,,57322
5920644,302,,388772
4923603,301,,3313230
608637,301,,2492988
7431260,301,,787148
5057090,301,,2618225
7499193,300,,271569
1464158,300,,6178789
6678067,300,,2171893
3602618,300,,8719276
3128517,300,,5587177
7660089,299,,5317476
3536710,299,,3801221
1124585,299,,430587
869483,299,,4797996
4383595,298,,5852913
7420698,297,,85694
1471504,297,,3627659
266149,297,,577648
2374220,297,,745913
4919368,296,,7229518
1196786,296,,1466738
7626050,296,,1378520
6149873,296,,5956337
6245674,296,,679396
9051769,296,,856442
2612273,296,,4176551
8377679,295,,191372
1302420,295,,4387613
7297186,295,,3362880
1641723,295,,5182634
101529,295,,6808288
8876542,294,,1864690
1331126,294,,7975969
4030849,294,,7669563
2718349,294,,62352
1211814,293,,2243018
408320,293,,941470
7352820,292,,938087
3857643,292,,2770231
3924797,292,,2397003
2272354,292,,5666047
3448926,292,,3339514
5246414,292,,1588387
3851696,292,,3519545
3321279,291,,7631233
7424886,291,,5101275
8158732,289,,2691732
4807114,289,,2082235
906645,289,,1803950
6271951,289,,971869
8937622,289,,1127480
7506541,289,,1917139
3015117,289,,5530435
2461325,289,,7047822
50656,288,,3100280
7543255,288,,7147129
2812431,288,,5896793
988829,287,,4629354
3440548,287,,2776331
2946034,286,,4422265
4135202,286,,7990777
1698103,286,,334077
1351294,286,,874107
2170741,286,,3558604
4052722,286,,721497
8852506,286,,4045564
8237800,286,,5212872
6218152,286,,1216772
1408841,286,,53037
898917,286,,4583507
5892450,285,,6922176
7531701,285,,2344992
5942176,285,,2405392
8195841,285,,1146828
6465942,285,,1350384
5866360,285,,6015996
4646031,285,,1204352
189220,284,,286744
1388079,284,,8771332
5022690,284,,6957606
5436213,284,,3611354
1266496,284,,152713
634946,283,,7208455
2982901,283,,6685020
1276344,282,,6053462
3433917,282,,899659
4725111,282,,619312
3261515,281,,3731499
4698388,281,,955534
2373957,281,,1034783
7720957,281,,4649800
6000312,281,,7330476
5991933,281,,1620859
4429008,281,,172457
3202022,281,,1260827
5140113,280,,4717399
1125305,280,,159723
5953406,280,,2778377
6023277,280,,891470
196745,280,,7796681
7623366,279,,160148
1725642,279,,4155549
2013504,279,,4428027
6069096,279,,87311
8624929,279,,7406052
394816,279,,4332701
7408041,278,,119359
2731631,278,,6198070
399879,278,,6260459
4608681,277,,7706619
126518,277,,1504079
4737980,277,,1468547
1836233,277,,1954030
5626435,277,,4737224
3133492,277,,5331851
4296261,277,,2895577
5021388,276,,3135284
3047354,275,,188289
7269791,275,,7532967
5831184,275,,5628755
6122061,274,,5803604
9290936,274,,8902523
441860,274,,4801110
2417745,274,,7592776
8094869,274,,3620424
2752765,273,,5729802
5051331,273,,365226
3695696,273,,5959551
7384414,273,,3591573
1241185,273,,4772468
374456,273,,2508304
8748683,272,,1395998
7348729,272,,1489034
7028366,272,,7839064
4455202,272,,5894299
910712,271,,4090054
3010427,271,,3493390
2738175,270,,9055933
7026018,270,,309376
5483505,270,,27539
1686336,270,,5752751
629833,270,,3098673
7468171,269,,3446396
8347606,269,,3611130
7953710,269,,204702
3969915,269,,2598171
6732133,269,,4534324
6996144,269,,4223821
2094389,269,,5236992
5664770,269,,4054997
1100089,269,,804152
3795867,268,,4662429
7797654,268,,2270932
6061570,268,,7371907
4916588,268,,2639466
4086741,268,,7112203
5157049,268,,4030849
3511871,268,,1211814
2497613,268,,408320
1833577,268,,7352820
874793,268,,3857643
65984,267,,3924797
912379,267,,2272354
4411389,267,,5246414
4770345,267,,3851696
2425565,266,,3321279
1448151,266,,4807114
2685851,266,,906645
5055806,266,,6271951
3957022,266,,8937622
8666751,265,,7506541
743203,265,,2461325
141532,265,,50656
1325700,265,,7543255
7147129,265,,2812431
5896793,265,,2946034
4629354,265,,4135202
1342781,265,,1351294
2776331,264,,2170741
2296000,264,,4052722
3972045,264,,1408841
4422265,264,,898917
7990777,264,,5942176
334077,264,,6465942
2606514,264,,5866360
874107,264,,4646031
3558604,264,,1388079
984068,263,,5022690
5860284,263,,5436213
721497,262,,1266496
4045564,262,,634946
5212872,262,,2982901
1216772,261,,3433917
53037,261,,4725111
4583507,261,,4698388
94042,261,,4429008
6922176,261,,1125305
2344992,261,,5953406
2405392,260,,6023277
1146828,260,,7623366
1350384,260,,1725642
6015996,260,,6069096
7087508,260,,8624929
5623600,260,,394816
914730,260,,7408041
2193398,260,,2731631
1204352,260,,1836233
286744,260,,5626435
4962507,259,,3047354
7761631,259,,7269791
8771332,259,,5831184
6957606,259,,6122061
3611354,259,,9290936
152713,259,,2417745
5099013,259,,8094869
7208455,259,,5051331
6685020,259,,7384414
6053462,259,,374456
899659,259,,7028366
619312,259,,4455202
3731499,258,,910712
955534,258,,2738175
1034783,258,,7026018
4649800,258,,629833
3076222,258,,7468171
7330476,258,,8347606
586343,258,,3969915
8035130,257,,6732133
1620859,257,,6996144
5891111,257,,2094389
172457,256,,5664770
1260827,256,,1100089
4717399,255,,7797654
159723,255,,6061570
2778377,255,,4916588
891470,255,,4086741
7796681,255,,5157049
1304553,255,,3511871
160148,254,,1833577
4155549,254,,65984
7188991,254,,912379
4428027,254,,4411389
87311,254,,4770345
7406052,253,,2425565
4332701,253,,1448151
119359,253,,5055806
6198070,253,,3957022
6260459,253,,3269816
2776615,252,,5919885
7706619,252,,1832094
1504079,252,,5771244
1468547,252,,5378410
1954030,251,,821341
4737224,251,,732169
951832,251,,5441861
5331851,251,,1211674
5555807,251,,2009627
3540145,251,,4495124
2895577,251,,6710522
3135284,251,,323130
2883134,251,,1399934
188289,251,,1771463
7532967,250,,1056200
5628755,250,,292989
5803604,250,,660104
3710321,250,,5314644
800466,250,,4603226
8902523,249,,8486233
4801110,249,,7501215
7592776,249,,4775657
3620424,249,,4045092
5729802,249,,3096318
365226,249,,1901620
5959551,249,,2677862
3591573,249,,1719615
4772468,249,,967914
2508304,249,,7651738
1003527,248,,4645388
1395998,248,,3290004
1489034,248,,3128084
7839064,248,,5677580
6281242,248,,129682
249854,247,,2329065
5894299,247,,6955695
3890152,247,,7081410
4090054,247,,2877319
3493390,247,,3973059
5408742,247,,2567355
4387349,247,,3217191
6552263,246,,3000236
9055933,246,,85501
309376,246,,8537441
1813386,245,,64939
27539,245,,8265190
5752751,245,,6283909
3098673,245,,1572421
3446396,245,,554401
3611130,245,,5862209
6742098,244,,6188265
204702,244,,7342052
1681955,244,,1185911
2598171,244,,4430670
4534324,244,,2062658
4223821,243,,7390748
5236992,243,,3701258
1203275,243,,5920644
4054997,243,,4923603
7010313,243,,608637
804152,243,,7431260
3171946,242,,5057090
137770,242,,7499193
4662429,242,,3602618
281021,242,,3128517
3566301,242,,7660089
2270932,242,,3536710
3425387,241,,1471504
1826896,241,,266149
4502373,241,,2374220
7371907,241,,1196786
2639466,241,,6149873
7112203,241,,6245674
975151,241,,2612273
68768,241,,1302420
1160057,240,,7297186
288789,240,,101529
5516742,240,,1173460
6020646,240,,3194216
2833707,240,,3703662
4254735,239,,1238978
5912467,239,,7892974
5348578,239,,122011
127972,239,,3286264
2803931,239,,5237836
2168851,239,,267866
1041061,239,,5689428
5356911,239,,6187625
3547256,239,,3730723
2453002,239,,46173
1310668,239,,650294
4864820,238,,178353
5234402,238,,5866314
2859308,238,,2154037
1561908,238,,7702916
4097962,238,,1642318
1460754,238,,975733
88252,237,,391739
7406911,237,,1089821
30525,237,,6227186
4292121,237,,7382533
5624947,237,,1274550
1340488,237,,8838699
5872827,237,,2858587
3024594,237,,9153622
677374,236,,1318278
2108116,236,,1442087
2749367,236,,1670934
2435017,236,,8606413
3096896,236,,5268046
6825787,235,,114093
851090,235,,1759473
805949,235,,3138683
127901,235,,7519010
1096695,235,,7190199
240245,235,,4160960
5497579,235,,7678916
3954174,235,,314382
4748847,235,,7751000
8798077,235,,5231
7281449,235,,104917
6089600,234,,48564
5720495,234,,6548894
1421239,234,,4510715
1086384,234,,4280826
7180584,234,,2819259
4485143,234,,1151318
4448196,234,,173023
2768497,233,,5328366
7527109,233,,4822597
2595440,233,,1332214
2787742,233,,8219831
782826,233,,3981397
3086983,232,,5877170
5602360,232,,115494
808903,232,,3143590
4528639,231,,3657943
8467580,231,,5740721
551733,231,,7026114
3495040,231,,1306410
2728655,231,,856034
8005593,231,,2800927
3469114,231,,4262662
5718804,230,,2322783
1176806,230,,1660993
2913111,230,,3747299
973693,230,,6036599
5165571,230,,778752
6604466,230,,6150621
7983120,229,,5888466
3516811,229,,7859888
2814698,229,,5895037
877148,229,,4458396
1237771,229,,1358582
1561890,229,,1774960
125167,228,,1216424
8378334,228,,872960
7433837,228,,286958
132823,228,,195857
57322,228,,5009336
388772,227,,1884982
3313230,227,,819103
2492988,227,,3348876
787148,227,,3690882
2618225,227,,4839917
271569,226,,4204126
6600821,226,,1217774
589685,226,,8664631
6178789,226,,2308591
321773,226,,2953997
934946,225,,6363846
2171893,225,,7549296
8719276,225,,7152864
3238010,225,,113596
5587177,225,,49322
5317476,225,,3257356
3801221,225,,1449494
430587,224,,1271603
1134415,224,,4753648
4797996,223,,4515370
5852913,223,,5898170
85694,223,,7445343
3091173,223,,13699
3627659,223,,5751463
577648,223,,7180139
5496481,222,,2587533
745913,222,,790095
7229518,222,,5745485
3462016,222,,220833
1466738,222,,2607684
1378520,222,,1359087
5956337,221,,998969
679396,221,,7251040
856442,221,,5120032
4176551,221,,3383236
1100486,221,,145400
191372,221,,575042
4387613,220,,585688
3362880,220,,228549
5182634,220,,1678689
6808288,220,,1174256
5105831,220,,7243938
1864690,220,,69889
7975969,219,,3063583
7669563,219,,2135425
62352,219,,814746
193302,219,,336238
2243018,219,,5904827
941470,219,,3220080
2342217,219,,3428003
4112270,219,,2338442
922190,219,,4989035
938087,218,,37876
3774034,218,,5729330
2770231,218,,6960485
8418311,218,,47638
5830949,218,,5642969
2397003,218,,4596519
5666047,218,,1187388
3339514,218,,3824610
1930094,218,,175742
7191275,218,,2624672
1588387,218,,4898286
3519545,217,,5242215
2687902,217,,3432610
7631233,217,,1180497
3874261,217,,2679341
1015603,217,,3982049
5101275,217,,551663
2691732,216,,7889711
2082235,216,,5730242
1803950,216,,4049747
2664850,216,,9191688
1357739,216,,3337325
971869,216,,657072
2358281,215,,212781
1127480,215,,2777935
1676497,215,,1852000
1917139,215,,3505114
5530435,215,,395019
861189,215,,2896174
7047822,215,,3859632
3100280,215,,3097193
803830,215,,3972813
6669511,214,,3938236
879246,214,,3850088
2442543,214,,1220040
3480603,214,,5893347
5633544,214,,305893
4709584,214,,630982
3323983,214,,5295980
3065167,214,,6582362
1069037,214,,8449547
153590,214,,7621297
31879,213,,4694544
8810440,213,,5732701
2908221,213,,8633309
6654878,213,,219006
30356,213,,6828643
1995631,213,,4349787
4927816,213,,3197948
4814165,213,,42903
3078520,213,,8240696
2417547,213,,6250789
7715377,212,,5860818
8027296,212,,1740247
3318315,212,,8258868
1083354,212,,3137581
1288450,212,,5738835
537331,212,,5707620
3856125,212,,7149036
4839193,212,,3612688
2824995,212,,1175920
5737010,212,,905125
646388,211,,4763124
2678337,211,,7990838
647842,211,,4435543
5983150,211,,3960924
2355989,211,,90683
41559,211,,1139932
1219733,211,,638503
5913088,211,,7390873
2627207,211,,3985545
420574,211,,3639070
1095573,210,,5969625
8862130,210,,2438610
4992152,210,,9545
2098406,210,,2978878
8827596,210,,8699814
391444,210,,4691184
8384571,210,,2526360
6112276,210,,87700
797000,210,,2515027
6163718,209,,314066
7212461,209,,4416171
5376545,209,,3211162
