"user_id","book_id","user_rating","avg_rating"
"5603791","34020172","it was amazing","4.40"
"5603791","32510793","it was amazing","4.41"
"5603791","34154360","it was amazing","4.47"
"5603791","34020270","it was amazing","4.38"
"5603791","34020268","it was amazing","4.21"
"5603791","34154362","it was amazing","4.12"
"5603791","33258799","it was amazing","4.59"
"5603791","32510784","liked it","4.23"
"5603791","32497018","it was amazing","4.28"
"5603791","32510785","it was amazing","4.24"
"5603791","30259033","it was amazing","4.22"
"5603791","30259034","it was amazing","4.13"
"5603791","32572319","it was amazing","4.14"
"5603791","30897437","liked it","3.95"
"5603791","32592921","it was amazing","4.31"
"5603791","30259043","it was amazing","4.23"
"5603791","32510898","it was amazing","4.43"
"5603791","32510891","it was amazing","4.13"
"5603791","30851449","it was amazing","4.21"
"5603791","30259145","it was amazing","4.22"
"5603791","28561667","it was amazing","3.86"
"5603791","30259163","it was ok","3.86"
"5603791","30851451","it was amazing","3.95"
"5603791","31390366","it was amazing","4.64"
"5603791","30259143","it was amazing","4.33"
"5603791","30462243","it was amazing","4.28"
"5603791","30897440","it was amazing","3.91"
"5603791","31622358","it was amazing","4.50"
"5603791","28637712","it was amazing","3.97"
"5603791","30353894","it was amazing","4.03"
"5603791","29011663","really liked it","3.88"
"5603791","28637705","it was amazing","4.35"
"5603791","29887327","it was amazing","3.19"
"5603791","28637693","it was amazing","3.96"
"5603791","27066714","it was amazing","4.06"
"5603791","30974604","it was amazing","4.40"
"5603791","28075719","it was amazing","4.52"
"5603791","28075701","it was amazing","4.10"
"5603791","30956070","it was amazing","4.07"
"5603791","26331834","it was amazing","4.30"
"5603791","28075698","it was amazing","4.22"
"5603791","28637691","it was amazing","4.04"
"5603791","27066689","it was amazing","4.21"
"5603791","25813601","it was amazing","3.70"
"5603791","27307657","it was amazing","4.25"
"5603791","11141182","it was amazing","4.14"
"5603791","17173573","it was amazing","3.95"
"5603791","24874200","it was amazing","4.37"
"5603791","29383515","it was amazing","5.00"
"5603791","29066002","really liked it","4.29"
"5603791","29011659","it was amazing","4.42"
"5603791","18114440","it was amazing","4.27"
"5603791","29434892","it was amazing","4.72"
"5603791","31214383","it was amazing","4.64"
"5603791","16129232","it was amazing","3.58"
"5603791","24313376","it was amazing","5.00"
"5603791","27180328","it was amazing","4.16"
"5603791","27163301","it was amazing","4.52"
"5603791","27070433","it was amazing","4.46"
"5603791","25821977","it was amazing","4.07"
"5603791","26625984","it was amazing","5.00"
"5603791","28361398","it was amazing","4.00"
"5603791","25398255","it was amazing","3.78"
"5603791","25795195","it was amazing","4.26"
"5603791","25837471","it was amazing","4.36"
"5603791","26528963","it was amazing","4.80"
"5603791","26397740","it was amazing","4.00"
"5603791","28331359","it was amazing","4.25"
"5603791","23214371","it was amazing","4.47"
"5603791","25653615","it was amazing","4.44"
"5603791","26493707","it was amazing","4.52"
"5603791","26020102","it was amazing","4.44"
"5603791","26175720","it was amazing","3.95"
"5603791","26175515","really liked it","4.00"
"5603791","26175738","really liked it","3.63"
"5603791","25028008","it was amazing","4.13"
"5603791","26175705","liked it","3.80"
"5603791","26175694","it was amazing","4.14"
"5603791","25018534","it was amazing","4.35"
"5603791","12482608","it was amazing","4.50"
