Source,Target,Weight,Type
lgbt,queer,7676,Undirected
lgbt,graphic-novels,6630,Undirected
lgbt,comics,3501,Undirected
business,self-help,44949,Undirected
business,sociology,12572,Undirected
business,technology,2198,Undirected
business,economics,11939,Undirected
business,leadership,12557,Undirected
business,womens,2119,Undirected
business,personal-development,13603,Undirected
business,productivity,2693,Undirected
business,finance,6779,Undirected
business,personal-finance,3065,Undirected
business,money,2998,Undirected
self-help,sociology,5284,Undirected
self-help,inspirational,1211,Undirected
self-help,leadership,13559,Undirected
self-help,womens,925,Undirected
self-help,personal-development,34698,Undirected
self-help,productivity,3796,Undirected
self-help,relationships,2877,Undirected
self-help,marriage,2592,Undirected
self-help,finance,3288,Undirected
self-help,personal-finance,1873,Undirected
self-help,money,1806,Undirected
self-help,writing,6409,Undirected
self-help,economics,2468,Undirected
self-help,essays,383,Undirected
self-help,reference,383,Undirected
sociology,economics,6237,Undirected
sociology,anthropology,1691,Undirected
sociology,social-justice,770,Undirected
music,short-stories,1036,Undirected
russia,russian-literature,11831,Undirected
medical,death,1026,Undirected
medical,health,1301,Undirected
sports,health,1447,Undirected
sports,fitness,1241,Undirected
sports,baseball,955,Undirected
sports,fighters,696,Undirected
sports,japanese-literature,631,Undirected
china,asia,2118,Undirected
china,asian-literature,672,Undirected
china,parenting,687,Undirected
asia,india,2218,Undirected
asia,poverty,381,Undirected
asia,asian-literature,359,Undirected
asia,canada,347,Undirected
asia,indian-literature,335,Undirected
british-literature,espionage,208,Undirected
short-stories,essays,6821,Undirected
short-stories,india,6375,Undirected
short-stories,novella,393,Undirected
short-stories,christmas,3279,Undirected
short-stories,american,2160,Undirected
short-stories,anthologies,1417,Undirected
short-stories,italy,298,Undirected
short-stories,journalism,251,Undirected
essays,womens,3785,Undirected
essays,writing,4276,Undirected
essays,reference,368,Undirected
american,20th-century,1222,Undirected
race,social-justice,1217,Undirected
westerns,canada,1397,Undirected
abuse,african-american,269,Undirected
abuse,dark,815,Undirected
italy,italian-literature,1288,Undirected
italy,journalism,223,Undirected
economics,finance,2058,Undirected
economics,social-justice,654,Undirected
space-opera,military-fiction,720,Undirected
writing,reference,10082,Undirected
writing,personal-development,1035,Undirected
queer,graphic-novels,6083,Undirected
queer,comics,2954,Undirected
food,health,9300,Undirected
food,nutrition,6247,Undirected
food,gardening,1907,Undirected
food,environment,1799,Undirected
food,cooking,3936,Undirected
health,nutrition,2618,Undirected
health,fitness,788,Undirected
health,gardening,464,Undirected
health,environment,356,Undirected
christmas,anthologies,1111,Undirected
graphic-novels,comics,74242,Undirected
graphic-novels,graphic-novels-comics,29884,Undirected
comics,graphic-novels-comics,19591,Undirected
leadership,womens,880,Undirected
leadership,personal-development,5266,Undirected
canada,india,1179,Undirected
canada,indian-literature,352,Undirected
india,indian-literature,5439,Undirected
india,poverty,1037,Undirected
gardening,environment,408,Undirected
personal-development,productivity,1664,Undirected
alternate-history,jewish,625,Undirected
relationships,marriage,1895,Undirected
finance,personal-finance,2475,Undirected
finance,money,2408,Undirected
personal-finance,money,993,Undirected
historical-romance,regency,793,Undirected
theology,christianity,2866,Undirected
american-history,american-revolution,1104,Undirected
american-history,civil-war,1302,Undirected
american-history,presidents,1211,Undirected
physics,humor,1447,Undirected
physics,audiobook,513,Undirected
physics,comedy,360,Undirected
lds,church,639,Undirected
