"author_id","total_ratings","total_reviews","avg_ratings"
"4116512","				320","				265"," 3.06"
"4768183","7","0","(1.71"
"634204","2854","1139","(3.42"
"1176115","90","7","(4.33"
"1179884","107","55","(3.93"
"368999","1056","1041","(3.43"
"8740260","115","4","(3.98"
"31586180","353","23","(4.32"
"1750559","263","166","(3.51"
"4159502","499","141","(3.67"
"1209586","217","217","(3.82"
"972732","96","12","(3.67"
"7633439","65","65","(3.42"
"1342167","174","51","(4.06"
"7264489","76","        16","3.71"
"1739429","1589","227","(3.54"
"3364042","231","45","(3.69"
"2036993","103","21","(3.66"
"2355989","724","211","(3.74"
"1954411","379","11","(4.59"
"2159480","118","61","(3.92"
"818298","				52","				42"," 3.63"
"1457644","				390","				277"," 4.48"
"7603232","66","5","(3.68"
"3222257","1182","222","(3.74"
"4407641","107","5","(4.22"
"1969784","339","37","(3.79"
"3016623","				951","				61"," 3.21"
"1866026","866","467","(3.48"
"1379232","831","592","(3.88"
"3790332","529","382","(3.91"
"1511621","40","32","(4.03"
"1614307","242","57","(3.71"
"1910499","8","5","(4.00"
"5305380","				192","				140"," 3.72"
"18394514","0","0","(4.00"
"759594","223","51","(3.35"
"748811","10","9","(4.30"
"9996721","210","13","(3.72"
"56569","473","205","(3.62"
"83380","297","116","(3.55"
"2431148","10","28","(3.70"
"4887088","				177","				30"," 3.82"
"5879262","				207","				142"," 3.08"
"2504041","291","176","(3.01"
"5865507","463","149","(3.53"
"3829023","477","103","(3.88"
"893848","				887","				75"," 3.80"
"1258057","416","82","(3.88"
"1095831","				150","				22"," 3.67"
"427755","				1212","				884"," 3.81"
"376503","				985","				240"," 3.71"
"3263524","109","38","(3.81"
"134429","218","29","(3.76"
"354597","92","14","(3.53"
"321309","				9","				12"," 3.89"
"849818","76","11","(4.08"
"1263168","171","9","(3.46"
"1822294","311","133","(3.52"
"3875999","				434","				91"," 4.47"
"1141396","				144","				9"," 3.44"
"19244505","				2665","				165"," 3.74"
"1108231","17","12","(4.12"
"283638","				197","				151"," 3.64"
"1552822","387","11","(3.58"
"10221802","256","22","(3.59"
"1893284","511","158","(3.74"
"5133285","14","6","(4.14"
"1066749","25","8","(3.56"
"1678610","27","11","(4.26"
"1356744","38","28","(3.84"
"4002798","236","69","(3.98"
"10969112","				428","				40"," 3.66"
"1750038","742","94","(3.41"
"2884542","				82","				27"," 3.43"
"4671621","88","39","(4.61"
"2096880","				104","				77"," 3.09"
"395316","				591","				130"," 3.79"
"6889823","631","58","(3.31"
"1576160","147","88","(3.42"
"868298","552","68","(3.82"
"4943935","				141","				76"," 3.97"
"5100842","				150","				139"," 4.09"
"2309071","				1479","				376"," 3.38"
"28086583","				287","				42"," 4.19"
"1714980","3","2","(3.33"
"5385044","				748","				558"," 3.32"
"2154254","447","66","(3.83"
"440197","				130","				34"," 3.34"
"1956312","785","254","(3.72"
"4857798","				371","				142"," 3.94"
"15996603","				104","				53"," 3.45"
"1287852","725","93","(3.60"
"8375205","129","15","(4.40"
"1179269","139","57","(3.31"
"1436259","843","646","(3.48"
"1366840","322","123","(2.92"
"2461488","189","35","(3.65"
"1017061","1703","183","(4.16"
"5530112","				211","				83"," 3.43"
"333674","3","4","(3.00"
"17116255","495","14","(4.00"
"772014","				222","				57"," 4.14"
"5591979","161","4","(3.35"
"2257538","148","51","(4.28"
"2752765","				522","				272"," 3.16"
"27204","674","105","(3.36"
"430181","				730","				71"," 3.47"
"29546759","25","0","(3.00"
"868546","366","38","(3.22"
"28210999","43","19","(3.77"
"2293615","666","604","(3.88"
"5853238","114","12","(3.64"
"5574172","608","150","(3.67"
"1048953","				85","				71"," 3.82"
"334836","1044","878","(3.67"
"4070808","703","790","(3.06"
"577648","408","218","(3.46"
"4181486","				369","				104"," 3.65"
"3878985","113","75","(3.83"
"10545836","27","3","(3.74"
"5941962","627","90","(4.06"
"1119447","				630","				4"," 3.18"
"957347","32","30","(3.62"
"2377193","				44","				3"," 4.80"
"2822543","0","9","(0.0"
"251740","114","14","(3.53"
"772244","153","19","(3.75"
"3390635","263","11","(3.62"
"970095","84","9","(4.71"
"25590119","				345","				49"," 3.59"
"2250080","334","41","(3.59"
"6854","				313","				58"," 3.88"
"5046702","52","7","(3.60"
"3597017","303","27","(3.72"
"1582319","339","56","(3.47"
"21018253","				41","				4"," 3.95"
"1438137","708","22","(3.55"
"15780236","16","5","(4.38"
"1348309","58","60","(3.31"
"38995895","20","0","(4.90"
"5708501","11","2","(3.91"
"1416736","37","3","(4.16"
"1128872","				258","				103"," 3.46"
"774399","				376","				175"," 3.50"
"733522","539","68","(3.78"
"61068","1273","820","(3.65"
"439944","276","102","(3.54"
"1181435","				893","				436"," 3.35"
"1289049","167","103","(3.64"
"4623851","				17","				3"," 3.12"
"831575","226","28","(3.85"
"1791415","33","20","(3.42"
"5312402","				14","				3"," 3.14"
"3599532","				1089","				727"," 3.55"
"1040747","4","0","(4.50"
"1962005","536","256","(3.46"
"1710978","22","7","(4.00"
"1596351","916","393","(3.77"
"2179012","115","23","(3.74"
"882287","32","12","(3.12"
"1463713","205","48","(3.78"
"3868946","307","16","(3.93"
"5681015","				65","				9"," 3.89"
"4023691","24","16","(4.46"
"1696061","4","6","(3.00"
"3068964","				39","				49"," 4.46"
"6540675","365","0","(3.85"
"3101703","1177","753","(3.21"
"5248325","592","246","(3.60"
"26065104","				209","				134"," 4.13"
"21912849","38","5","(3.74"
"4121307","				642","				207"," 3.33"
"8235653","				216","				33"," 3.37"
"366508","92","5","(3.27"
"1354642","				2206","				59"," 3.25"
"22718611","420","        44","4.26"
"3650661","718","274","(3.37"
"1444670","195","19","(3.82"
"4066133","				620","				216"," 3.05"
"589128","147","54","(3.86"
"2695453","				132","				68"," 3.26"
"34131814","				7","				1"," 4.00"
"13442798","292","44","(3.64"
"2133846","33","47","(3.61"
"4991305","				156","				21"," 3.54"
"31681713","116","114","(3.91"
"46154822","				79","				18"," 3.52"
"19230694","53","0","(4.45"
"12833856","1726","106","(3.63"
"5369701","149","52","(3.91"
"69592647","150","74","(3.39"
"5565423","1051","        741","3.55"
"24219842","846","642","(4.16"
"5941820","427","30","(4.50"
"51901159","50","50","(3.92"
"9969735","				3636","				1212"," 3.38"
"8083025","386","77","(3.73"
"4840833","				245","				31"," 4.16"
"1017016","565","92","(3.90"
"2906734","				1072","				44"," 3.40"
"12508007","101","22","(3.48"
"1776152","64","38","(3.58"
"3198267","				228","				110"," 4.22"
"590949","				1131","				1029"," 3.54"
"52808677","20","0","(4.15"
"31427366","159","15","(3.35"
"114104","218","8","(3.55"
"620480","684","566","(3.18"
"5027433","				339","				13"," 3.04"
"13141836","				193","				1"," 3.73"
"5120440","452","374","(3.48"
"13227363","714","222","(3.99"
"1634514","239","42","(3.43"
"10330225","235","        81","4.18"
"5831406","				1310","				94"," 3.63"
"4884366","366","261","(4.14"
"6263792","				437","				19"," 4.31"
"27190853","288","82","(4.09"
"5973171","91","55","(3.91"
"8021634","				274","				58"," 3.21"
"30897360","295","53","(4.07"
"14306864","				345","				159"," 4.83"
"4294869","				270","				12"," 4.55"
"2610603","56","29","(4.02"
"9779776","				300","				13"," 3.75"
"1533281","351","91","(2.88"
"3308874","				217","				38"," 4.23"
"50479825","55","21","(3.64"
"18379733","				150","				14"," 4.37"
"39190165","195","23","(4.02"
"8785545","				433","				141"," 3.56"
"333252","72","31","(3.43"
"204331","56","27","(3.46"
"1541020","1474","1079","(3.68"
"17129510","				1196","				277"," 3.65"
"16707495","				631","				198"," 3.96"
"3074761","55","18","(4.29"
"6613986","665","207","(3.00"
"91176","2098","        1044","3.31"
"18399108","				416","				261"," 4.52"
"7946064","66","0","(4.32"
"2944719","533","110","(3.55"
"47632009","				381","				72"," 3.15"
"11287477","				463","				386"," 3.02"
"34896372","1359","258","(3.48"
"2275344","				201","				2"," 4.09"
"814020","393","141","(3.66"
"1071576","400","355","(4.12"
"2334875","1241","99","(3.81"
"4590489","67","3","(4.78"
"1189639","111","70","(3.34"
"5190373","84","78","(3.24"
"2726638","267","43","(3.13"
"1169729","463","42","(3.67"
"533081","85","66","(3.64"
"14522076","				160","				23"," 3.92"
"1413307","142","2","(4.04"
"10963995","513","219","(4.16"
"4008498","				159","				52"," 4.08"
"6842676","				367","				34"," 3.27"
"339733","262","208","(3.38"
"13553498","263","76","(4.18"
"12897290","169","22","(3.65"
"17523642","28","0","(3.54"
"1406897","				175","				49"," 3.34"
"221043","10","10","(4.60"
"6226317","42","27","(3.74"
"6295981","77","8","(4.09"
"1791691","276","25","(3.42"
"4806371","601","328","(3.08"
"11125707","9","8","(4.00"
"13752112","				393","				11"," 3.97"
"388042","254","15","(3.11"
"4990042","				204","				146"," 4.87"
"2516370","1571","171","(3.53"
"37597104","				197","				75"," 4.58"
"10497343","98","4","(4.17"
"4526498","1039","332","(3.46"
"30212534","28","5","(3.75"
"381381","382","198","(3.40"
"14496176","194","4","(4.32"
"5995737","267","33","(3.99"
"3121396","660","270","(3.93"
"24780071","				1939","				835"," 3.64"
"23045837","38","10","(4.29"
"43820","				2595","				1789"," 3.53"
"33981505","15","6","(3.40"
"30268723","320","47","(3.57"
"6012264","				118","				13"," 3.18"
"1125331","59","14","(4.31"
"2428248","229","16","(3.94"
"8805985","				895","				19"," 3.87"
"11287593","				455","				88"," 4.06"
"161182","1205","        188","3.65"
"7899239","960","178","(3.60"
"653566","110","43","(3.75"
"14234070","192","46","(3.86"
"9200414","54","8","(3.78"
"2146789","208","38","(3.75"
"4882624","111","23","(3.64"
"703733","151","86","(3.75"
"7587221","619","172","(3.92"
"230209","35","33","(3.77"
"750674","18","10","(3.39"
"30622669","3","4","(4.67"
"57377171","54","9","(4.02"
"3839505","398","12","(4.46"
"3152266","				1119","				215"," 4.22"
"259344","57","35","(3.42"
"375767","2409","1507","(3.87"
"5434457","70","21","(4.44"
"2476142","167","8","(3.26"
"1725612","919","546","(3.63"
"1707033","367","155","(3.51"
"33622251","				176","				28"," 4.28"
"6315338","1001","19","(3.03"
"2229395","				211","				102"," 3.71"
"3969888","91","0","(3.84"
"370306","1321","685","(3.36"
"7167571","				607","				61"," 3.93"
"3249592","				577","				274"," 2.96"
"621432","67","16","(3.96"
"680129","869","850","(3.34"
"782864","				923","				266"," 3.42"
"7803641","				717","				407"," 3.84"
"1139003","				158","				44"," 3.38"
"323144","99","16","(3.54"
"1008452","				473","				38"," 3.31"
"52509627","145","40","(3.83"
"4047514","				32","				7"," 3.72"
"7718940","				889","				77"," 3.43"
"5315242","753","83","(3.64"
"421407","52","53","(3.90"
"16149614","73","        26","3.42"
"983473","591","527","(3.22"
"15275237","176","3","(3.47"
"1333740","392","304","(4.08"
"4999932","				1266","				90"," 3.71"
"1029855","1297","99","(3.89"
"2148551","187","130","(3.72"
"5893835","				1103","				190"," 3.05"
"4858645","				330","				16"," 3.41"
"200181","55","45","(3.85"
"5105269","87","30","(3.66"
"1884490","137","24","(4.20"
"8125042","				454","				79"," 4.17"
"434899","15","14","(3.33"
"10282957","76","6","(3.38"
"5214175","494","220","(4.08"
"252354","224","        63","3.46"
"10884703","163","153","(3.52"
"2232237","1330","        383","3.60"
"1006482","317","        209","3.61"
"1108761","				675","				242"," 3.56"
"166576","426","46","(3.85"
"2111773","				317","				20"," 3.30"
"5557215","163","        54","4.06"
"6134130","				140","				91"," 3.72"
"4776372","198","195","(3.26"
"38653615","6","5","(4.17"
"5173513","690","249","(4.11"
"1563863","436","24","(4.04"
"9463693","95","61","(3.98"
"8261526","				2354","				396"," 3.61"
"21406636","174","41","(3.15"
"7099225","667","511","(3.72"
"5907995","259","56","(3.46"
"549087","55","2","(4.82"
"6178481","11","2","(4.64"
"1424880","				44","				17"," 3.59"
"2940546","83","12","(4.64"
"4089691","593","239","(3.50"
"30925199","				43","				6"," 4.02"
"3184453","				179","				110"," 4.31"
"251719","1191","685","(3.80"
"8449141","554","181","(3.84"
"79430","149","37","(3.49"
"437183","				630","				96"," 4.00"
"2187247","141","49","(3.94"
"11429636","642","215","(3.42"
"2747453","219","86","(3.63"
"19894501","143","35","(3.97"
"1635130","				195","				128"," 2.95"
"17657256","				790","				71"," 3.03"
"1128028","				678","				199"," 4.10"
"7284746","				132","				64"," 3.78"
"1962732","				928","				490"," 3.31"
"7361712","148","86","(3.69"
"3062961","				237","				52"," 3.92"
"3981164","				222","				10"," 3.75"
"14741999","139","34","(4.74"
"8687037","289","177","(4.89"
"3148407","				940","				764"," 3.26"
"23252587","98","33","(3.53"
"11954403","838","90","(3.60"
"6588508","142","15","(4.18"
"19065877","				246","				14"," 3.85"
"4659434","319","199","(3.56"
"3515571","1123","249","(3.92"
"63476157","109","26","(3.62"
"7705116","971","        121","4.34"
"16597352","100","        66","3.92"
"47596142","30","2","(3.67"
"2744440","1214","977","(2.90"
"22030563","				175","				97"," 3.50"
"54086691","88","4","(3.41"
"4030526","				681","				314"," 3.43"
"5674186","				307","				281"," 3.94"
"3550048","269","157","(4.36"
"3905997","				181","				58"," 3.59"
"45247330","334","80","(4.28"
"5777272","				548","				137"," 4.42"
"29379076","52","0","(4.50"
"963492","942","182","(3.81"
"235120","17","15","(2.82"
"5643370","				1028","				625"," 3.66"
"23737936","139","5","(4.08"
"49093436","132","43","(3.88"
"3994692","325","106","(3.54"
"1952202","				961","				784"," 3.60"
"3258434","				307","				247"," 3.33"
"6983186","599","350","(4.13"
"3660203","296","189","(3.62"
"23023626","51","3","(4.18"
"5859377","				823","				81"," 3.96"
"30192099","166","85","(4.11"
"1560094","153","71","(3.35"
"3536175","				510","				122"," 3.64"
"6066227","323","4","(3.41"
"303503","219","41","(3.75"
"875149","340","115","(3.03"
"19962489","				380","				142"," 4.17"
"2609300","329","78","(3.92"
"2369507","1780","803","(3.46"
"622469","				631","				63"," 3.31"
"4588198","315","96","(3.16"
"24182896","118","75","(3.47"
"10730116","439","321","(3.94"
"22545371","417","11","(3.28"
"4056815","602","181","(3.02"
"4388582","1359","139","(2.91"
"930302","				893","				153"," 3.48"
"7276070","521","213","(3.79"
"1365252","195","101","(4.12"
"2463478","				253","				58"," 3.43"
"24468902","				247","				48"," 3.33"
"1038637","33","34","(3.91"
"2152283","				250","				240"," 4.36"
"40436","297","38","(3.94"
"512306","362","287","(3.64"
"843084","120","6","(3.35"
"23096635","				2600","				2595"," 3.14"
"16371058","265","18","(3.87"
"3069632","33","7","(3.67"
"639520","686","311","(3.89"
"41483170","25","22","(3.40"
"1563968","59","23","(2.27"
"2496425","				35","				17"," 4.20"
"1136505","40","24","(3.83"
"2617559","1097","390","(3.69"
"44354400","45","9","(3.93"
"6424041","266","65","(3.30"
"6003710","906","605","(3.30"
"20276838","25","6","(3.88"
"21474199","757","108","(3.70"
"1667492","736","371","(3.65"
"33196062","112","32","(4.13"
"8224616","				1402","				141"," 3.48"
"11597703","245","        173","3.39"
"1248229","				118","				35"," 3.35"
"19190983","128","9","(3.77"
"1934031","786","151","(4.36"
"8241787","307","        103","3.66"
"30745800","257","248","(3.74"
"7212743","				254","				144"," 4.10"
"33200482","31","9","(4.10"
"9454003","1242","177","(3.98"
"315571","				402","				325"," 3.72"
"932777","338","202","(3.42"
"2014336","191","29","(3.87"
"46261748","24","0","(4.17"
"4978965","1327","803","(4.07"
"38702345","111","11","(2.99"
"4845765","				517","				54"," 3.65"
"648212","71","19","(4.21"
"43583","198","170","(3.28"
"2855593","293","14","(3.36"
"6444726","78","        41","3.76"
"12226641","102","59","(4.26"
"1417630","270","11","(3.54"
"107139","381","10","(3.71"
"12966518","40","39","(4.25"
"2746683","				622","				75"," 3.60"
"5767019","				349","				91"," 3.34"
"1058453","11","0","(3.55"
"3910690","				3135","				261"," 2.98"
"527877","				147","				100"," 3.72"
"597873","756","198","(3.98"
"3022964","				397","				95"," 3.43"
"9753175","				484","				307"," 3.51"
"4685969","1176","1171","(3.52"
"2054593","142","15","(3.70"
"4934363","416","132","(3.57"
"527834","79","20","(3.65"
"5722866","370","250","(4.05"
"14986497","507","348","(3.94"
"6261785","531","75","(3.29"
"4105064","104","3","(4.48"
"8726574","109","51","(3.47"
"888513","76","7","(3.58"
"1000796","179","137","(4.02"
"52934558","22","32","(3.64"
"2535311","				408","				127"," 3.62"
"17315205","25","2","(4.20"
"2629724","1231","185","(3.35"
"1641058","420","237","(3.57"
"2408136","				5","				1"," 4.40"
"1526929","				623","				234"," 3.57"
"1273675","				127","				61"," 3.36"
"1552846","261","77","(3.61"
"408734","13","7","(3.77"
"26012802","193","66","(4.12"
"12211077","294","210","(3.86"
"5002925","				146","				60"," 3.69"
"1269980","214","92","(3.36"
"5015347","				1235","				58"," 3.58"
"1618943","366","73","(3.39"
"1266867","62","57","(3.39"
"4693330","				507","				91"," 3.84"
"1957374","426","154","(3.72"
"1157385","162","142","(3.98"
"215173","127","77","(3.61"
"5258766","				500","				16"," 3.91"
"2376924","				2035","				129"," 2.81"
"809461","22","11","(4.18"
"2494511","1623","543","(3.50"
"8239134","24","8","(3.71"
"3315538","250","52","(3.44"
"5947918","				178","				135"," 3.63"
"4002500","124","14","(3.16"
"1243584","608","311","(3.23"
"655237","153","127","(3.41"
"17571140","735","166","(3.30"
"3079274","				234","				158"," 3.72"
"6778416","188","44","(3.04"
"1357325","15","7","(3.20"
"1322650","				618","				70"," 3.10"
"2997255","183","52","(2.99"
"1486095","120","95","(4.04"
"1427478","73","4","(3.44"
"5859856","441","217","(3.12"
"4853872","				792","				426"," 3.71"
"10818276","325","176","(3.35"
"2399823","121","45","(4.01"
"1586482","343","70","(4.27"
"816631","87","12","(4.10"
"4900765","				477","				21"," 3.93"
"949821","				349","				20"," 3.82"
"16164775","340","209","(3.66"
"2210221","				113","				18"," 3.97"
"439616","27","19","(4.48"
"1317614","39","7","(4.13"
"2637982","307","0","(3.46"
"4274108","				270","				67"," 3.94"
"27616959","				201","				18"," 4.01"
"28212553","295","33","(3.77"
"2289200","				711","				171"," 3.10"
"292928","				71","				31"," 3.66"
"35385168","109","7","(3.50"
"115158","502","834","(3.62"
"869393","24","10","(4.21"
"6267483","119","32","(3.39"
"3442906","				501","				74"," 3.41"
"287397","178","61","(3.66"
"1371680","81","16","(3.73"
"12530623","14","4","(4.50"
"105173","1224","513","(3.96"
"47019359","868","29","(3.13"
"1154913","588","575","(3.57"
"823908","464","305","(3.85"
"1396966","219","142","(3.13"
"17756921","347","301","(3.50"
"2513030","57","19","(3.91"
"873532","				282","				93"," 3.32"
"208798","				1852","				534"," 3.08"
"4566085","433","28","(3.71"
"1855099","104","25","(3.88"
"288463","124","15","(3.98"
"4795253","243","8","(4.20"
"10273177","540","        339","4.06"
"887190","				893","				616"," 3.49"
"8888794","407","208","(3.64"
"29612063","222","3","(3.85"
"3717253","254","116","(3.50"
"1730234","7","10","(4.71"
"1654645","4038","3248","(3.86"
"2967048","689","308","(3.85"
"1464575","				136","				16"," 3.45"
"2613351","849","        745","4.44"
"854829","193","74","(3.65"
"793094","797","761","(3.49"
"12879622","70","31","(2.63"
"398357","				253","				210"," 3.35"
"859711","168","154","(3.57"
"1630938","373","134","(3.64"
"827935","				11","				13"," 4.09"
"1464600","				262","				110"," 3.84"
"817659","				250","				166"," 3.71"
"622346","				138","				87"," 3.86"
"1741101","10","9","(4.50"
"898186","17","18","(3.24"
"1195532","354","233","(3.47"
"280527","				1361","				944"," 3.67"
"823022","				194","				84"," 3.63"
"270643","124","31","(4.24"
"5176172","2","2","(5.00"
"1912235","399","98","(3.72"
"1358627","111","106","(4.20"
"850251","58","29","(4.28"
"5709280","				139","				78"," 4.07"
"1258087","482","75","(3.93"
"1445267","533","195","(4.06"
"5126676","105","12","(3.87"
"661391","1221","113","(3.95"
"1967397","				160","				108"," 3.73"
"804276","1042","791","(3.82"
"3296861","171","49","(3.59"
"1912262","				153","				576"," 4.16"
"2484839","				55","				43"," 3.85"
"1485266","146","19","(4.22"
"23300089","76","11","(3.28"
"787084","195","145","(3.09"
"7431797","19","4","(4.05"
"39360447","341","278","(4.18"
"1119541","206","36","(3.34"
"700268","43","9","(3.56"
"5157625","80","46","(4.15"
"2581296","208","34","(3.47"
"3275419","870","726","(3.80"
"1374735","259","76","(3.93"
"940221","				376","				148"," 3.47"
"3119697","671","645","(3.04"
"12694392","				263","				60"," 3.74"
