"author_id","total_ratings","total_reviews","avg_ratings"
"1614841","939","629","(3.08"
"3176365","				410","				204"," 3.76"
"3776886","669","465","(3.46"
"6466252","273","226","(3.90"
"5674586","				89","				63"," 4.03"
"7084514","245","73","(3.78"
"15429459","491","185","(3.51"
"3181602","				152","				13"," 3.64"
"1797182","1216","302","(3.68"
"8671255","				284","				192"," 3.86"
"7751000","403","350","(3.62"
"9972516","415","334","(3.76"
"4139396","				158","				106"," 3.64"
"15972800","620","348","(4.26"
"7994234","				192","				193"," 4.43"
"6970184","334","55","(4.05"
"6329078","				802","				524"," 3.76"
"14743644","71","20","(3.46"
"9085108","445","        44","4.00"
"1929659","913","398","(3.19"
"10730601","				171","				106"," 3.18"
"156067","				1246","				484"," 3.06"
"3969655","76","0","3.80"
"15805502","107","4","(4.13"
"5132592","87","59","(3.71"
"7206503","				299","				202"," 3.94"
"8148273","				84","				28"," 4.23"
"3423663","470","273","(3.78"
"7855917","81","27","(3.52"
"12766771","452","30","(4.77"
"2263645","				882","				852"," 3.59"
"63952515","123","25","(3.16"
"502502","1267","261","(3.35"
"50581","1618","1287","(3.67"
"9389992","694","445","(4.35"
"5617872","442","78","(3.43"
"6337764","309","        181","4.49"
"6436971","732","43","(3.05"
"2953861","1358","200","(3.68"
"6847614","				1344","				463"," 3.91"
"7107295","264","16","(4.20"
"4650767","1046","283","(3.59"
"4334134","591","413","(3.61"
"5854792","				286","				59"," 3.69"
"7895302","844","608","(4.57"
"4370721","859","269","(4.48"
"2908494","				299","				182"," 3.74"
"2919367","308","144","(4.17"
"12460778","180","105","(3.41"
"3769401","183","97","(3.63"
"9723313","418","32","(3.78"
"10035638","869","618","(3.89"
"7852210","112","36","(4.43"
"25523399","1453","331","(3.67"
"8707630","562","488","(3.85"
"20609576","				88","				20"," 3.73"
"9239928","				293","				138"," 4.15"
"13163492","261","108","(4.00"
"1802914","473","117","(4.12"
"8114636","514","305","(4.14"
"3794033","150","        147","4.90"
"8195147","216","95","(3.04"
"3670786","156","9","(4.10"
"3270297","58","49","(4.00"
"7300743","76","17","(4.55"
"8763867","198","142","(3.90"
"19363381","251","135","(3.57"
"26008963","236","127","(3.67"
"10660901","116","        24","3.75"
"2359742","				1408","				337"," 4.18"
"1921690","230","75","(3.00"
"3508478","374","106","(4.31"
"22724490","107","16","(3.72"
"7326911","57","        3","4.60"
"31516622","156","29","(3.88"
"7144239","107","        65","4.02"
"32764650","223","94","(3.74"
"5126937","				1073","				959"," 3.84"
"5952770","358","108","(4.13"
"5245611","1037","408","(3.39"
"3381656","1619","1398","(4.40"
"3082941","1204","827","(4.36"
"15791071","				239","				127"," 4.66"
"9473407","214","        77","4.80"
"7950608","				1397","				756"," 3.72"
"2481560","				1697","				880"," 3.48"
"9293627","				152","				59"," 4.61"
"4324502","187","        127","4.07"
"2307144","603","326","(3.52"
"7347192","280","45","(4.56"
"9378990","				640","				498"," 4.52"
"5083975","1194","354","(4.57"
"4581719","				1009","				795"," 3.99"
"6112979","244","186","(4.48"
"9514233","				529","				89"," 4.50"
"21669167","592","494","(4.66"
"7884584","2214","1987","(4.79"
"6311986","				667","				419"," 4.07"
"6987213","178","50","(3.69"
"4009408","				174","				127"," 4.64"
"6790432","512","        278","4.69"
"11018607","323","216","(4.16"
"2521508","395","127","(3.85"
"10217039","421","157","(3.83"
"14101321","575","213","(3.56"
"2710062","306","234","(4.96"
"3444927","				601","				172"," 4.33"
"2156661","723","693","(3.66"
"724814","248","88","(4.08"
"7584430","171","        91","3.94"
"6128999","				65","				34"," 4.63"
"3195905","				1003","				191"," 3.48"
"2073676","2096","2007","(2.98"
"3551390","				3220","				1919"," 3.75"
"11680118","477","64","(3.88"
"6942008","2263","404","(4.86"
"7105641","922","        110","4.30"
"1345432","247","        91","4.85"
"8554830","				1664","				782"," 4.03"
"7266110","379","98","(4.17"
"7340613","853","638","(4.21"
"5656598","201","        78","4.06"
"11934203","719","633","(4.22"
"9072385","				1431","				1413"," 3.94"
"15957682","				219","				116"," 3.72"
"4515123","690","574","(4.37"
"5951191","81","65","(3.94"
"11807698","718","224","(4.19"
"7671701","109","26","(3.77"
"6872989","				1025","				203"," 4.94"
"10102472","212","30","(4.93"
"9965122","137","58","(3.55"
"14884878","				141","				53"," 4.56"
"3614628","532","343","(3.44"
"8517985","513","129","(3.76"
"29384665","129","53","(3.86"
"1479858","				579","				126"," 3.97"
"8168288","126","14","(4.28"
"7422184","483","235","(3.25"
"12372625","1069","705","(4.52"
"39985383","64","15","(4.69"
"3747098","150","        33","4.05"
"14343824","977","86","(4.16"
"8003870","71","4","(4.62"
"41127029","117","16","(4.80"
"7269748","220","224","(4.40"
"9899435","938","714","(4.24"
"6826208","				365","				62"," 4.20"
"12281257","				1650","				368"," 3.54"
"2037177","134","32","(4.65"
"11301093","135","12","(3.53"
"1655501","				558","				379"," 4.26"
"7811297","42","23","(4.57"
"20675779","11","12","(3.55"
"9493333","1560","1479","(4.85"
"25855126","				1082","				445"," 4.47"
"15167401","269","23","(3.59"
"7230315","				107","				6"," 4.09"
"4667439","399","113","(3.65"
"50823210","11","3","(4.00"
"9589919","				209","				188"," 3.90"
"11366815","389","        153","4.43"
"10945078","9","8","(4.67"
"514353","216","8","(4.07"
"5825539","470","246","(3.83"
"5519015","56","12","(3.55"
"1081967","292","        99","4.00"
"6791948","149","5","(4.50"
"16480427","472","126","(4.04"
"8489026","				781","				418"," 3.92"
"11999921","141","6","(3.56"
"42216256","21","0","(1.00"
"1115549","217","        154","4.34"
"8512869","2165","653","(4.07"
"9455805","				161","				3"," 3.99"
"4187806","				1352","				385"," 3.74"
"5868571","				198","				60"," 3.83"
"6081901","481","324","(3.62"
"58939192","219","32","(3.90"
"1956477","242","13","(4.45"
"22270361","773","693","(4.04"
"3623417","440","274","(3.86"
"4239132","1234","1172","(4.37"
"5117196","1151","995","(3.98"
"4185041","				91","				25"," 3.49"
"11525395","174","79","(3.49"
"3889982","810","452","(4.03"
"16089903","459","121","(4.19"
"4676971","				1135","				989"," 3.33"
"1299658","550","        292","3.13"
"7022574","701","511","(3.49"
"1585205","759","571","(3.47"
"6867382","646","576","(3.83"
"2584078","				193","				27"," 3.44"
"349547","697","        380","3.77"
"11025109","				215","				15"," 3.33"
"3064672","1041","269","(3.89"
"3213083","204","54","(4.42"
"7404270","				406","				265"," 4.13"
"1843153","365","145","(3.25"
"4551995","348","207","(4.05"
"3768910","414","323","(4.36"
"1331142","687","400","(3.97"
"16833451","220","218","(4.46"
"10724709","				489","				68"," 3.60"
"3104339","				785","				262"," 4.18"
"2875480","				885","				151"," 3.85"
"309759","482","251","(3.82"
"24621901","1038","1040","(3.69"
"10426059","432","        180","3.83"
"3284904","900","355","(3.75"
"12983327","				62","				20"," 3.71"
"15479711","309","61","(3.55"
"17141751","132","109","(3.47"
"2049296","475","426","(4.00"
"23738881","				834","				625"," 3.07"
"6139982","				2361","				1859"," 4.70"
"3780699","				330","				19"," 3.38"
"8307388","				290","				130"," 3.67"
"36579903","332","315","(4.52"
"1700772","				742","				522"," 3.45"
"13883548","				2488","				1988"," 4.42"
"9722826","				433","				309"," 3.67"
"19204931","313","150","(3.54"
"8816126","700","536","(4.71"
"8359775","				673","				158"," 4.88"
"7927571","138","79","(4.67"
"5618231","292","258","(2.98"
"7070438","175","12","(4.51"
"22557296","				94","				67"," 4.54"
"2909842","				432","				41"," 3.70"
"4573882","				730","				543"," 4.82"
"5335937","				387","				82"," 3.88"
"4980023","405","62","(4.27"
"6317743","				2120","				110"," 3.64"
"5452571","531","242","(4.00"
"1011913","1197","499","(3.14"
"2436227","1298","387","(3.96"
"32074008","646","456","(4.06"
"19191199","274","165","(3.79"
"25774455","1338","1135","(4.18"
"9792223","10","0","(4.60"
"6861437","13","2","(4.54"
"5023160","474","416","(3.05"
"3194508","620","97","(3.77"
"16365555","				896","				445"," 3.89"
"22575475","				209","				120"," 3.87"
"31377802","				270","				81"," 3.99"
"2877392","435","72","(3.40"
"5616772","				1131","				955"," 3.80"
"684230","117","        84","4.06"
"35865032","73","5","(4.47"
"15924807","1251","921","(3.25"
"7067300","189","109","(3.49"
"4088896","				258","				104"," 3.21"
"6280020","334","129","(3.93"
"8094869","703","        266","4.54"
"5601529","396","169","(3.86"
"52849625","202","52","(3.98"
"12332577","				381","				230"," 4.55"
"57085836","309","269","(3.60"
"14159064","130","84","(3.75"
"967062","				244","				243"," 3.30"
"17494815","				79","				7"," 3.57"
"5725339","				524","				246"," 3.52"
"3762989","				515","				259"," 4.53"
"4813308","133","5","(4.02"
"10411515","				606","				260"," 3.96"
"29666","				1404","				124"," 3.20"
"5099041","1290","595","(3.51"
"2195113","318","317","(3.17"
"10113888","244","49","(3.99"
"1860322","432","296","(3.89"
"63205384","16","3","(3.62"
"12078889","				1455","				941"," 3.66"
"6044006","414","207","(3.91"
"11069940","				1135","				852"," 3.61"
"16976947","				127","				56"," 3.89"
"2077484","115","        33","3.87"
"17980660","136","58","(3.44"
"22000295","38","17","(3.97"
"87887","1085","242","(3.74"
"6721072","254","61","(3.80"
"4669354","				949","				109"," 3.62"
"7728573","63","0","(4.03"
"21765152","44","4","(3.89"
"8331182","				1715","				133"," 4.67"
"6861325","				830","				376"," 3.95"
"7388454","511","293","(3.65"
"16004068","				286","				28"," 3.57"
"12808077","87","        34","4.47"
"6384923","767","        506","3.86"
"2796667","928","50","(3.41"
"19645927","568","236","(3.95"
"4669232","				1006","				857"," 3.17"
"12873266","468","203","(3.71"
"8062998","136","42","(4.15"
"5824154","37","        20","4.46"
"10093827","196","115","(4.31"
"19978381","289","177","(3.60"
"39393429","282","97","(4.25"
"20798930","				657","				286"," 4.41"
"38037080","358","170","(3.96"
"12275363","				344","				242"," 3.97"
"12533875","				286","				187"," 3.96"
"23226785","				174","				149"," 3.60"
"5852761","1420","535","(3.87"
"16495229","				1169","				493"," 3.48"
"7379134","587","149","(4.35"
"19673751","799","498","(4.13"
"11352319","				830","				243"," 3.24"
"21883473","				294","				82"," 4.07"
"10398353","				333","				141"," 4.06"
"8707782","651","206","(4.33"
"28980990","				333","				25"," 4.21"
"5596471","677","101","(3.93"
"35624556","				744","				273"," 3.45"
"18300229","				570","				544"," 3.94"
"32639843","842","841","(3.49"
"33492778","201","70","(4.02"
"22961014","				380","				106"," 4.00"
"17156965","359","208","(4.31"
"34048559","200","153","(3.67"
"9529085","214","179","(2.87"
"15104379","581","67","(3.01"
"5416618","143","        123","4.06"
"5896025","785","569","(3.25"
"17243568","				710","				466"," 3.53"
"20658145","785","495","(3.08"
"40478069","175","79","(4.02"
"24520173","457","72","(4.24"
"3101094","405","312","(3.72"
"15154637","				200","				198"," 3.63"
"21992464","635","541","(3.77"
"7091489","213","77","(4.20"
"29377707","				238","				79"," 4.36"
"9752625","275","160","(4.01"
"59288638","102","35","(3.43"
"5140238","0","        15","5.00"
"3829694","2490","2265","(3.99"
"41399254","223","64","(3.82"
"55334362","141","66","(3.91"
"2999575","421","        192","3.99"
"4985646","262","141","(3.61"
"21903732","578","370","(3.96"
"18199636","518","10","(3.47"
"31615821","231","133","(4.13"
"26491510","404","133","(4.20"
"6688090","				748","				613"," 3.99"
"28997068","446","155","(3.11"
"27246143","268","170","(4.03"
"2947323","				497","				324"," 3.71"
"35584119","116","79","(3.84"
"13247178","				736","				474"," 3.95"
"7013001","				363","				316"," 3.58"
"20416955","592","        400","3.61"
"12071950","				212","				103"," 4.22"
"4676969","				377","				239"," 2.92"
"47265390","				296","				142"," 4.21"
"14811808","				1147","				431"," 3.17"
"6078895","728","245","(3.71"
"30632295","692","672","(3.57"
"21870098","				1","				1"," 5.00"
"5293701","1471","1124","(3.97"
"21154566","588","157","(3.87"
"30713745","96","67","(4.17"
"45128891","				219","				127"," 4.29"
"3193958","				1469","				1145"," 3.72"
"7227066","959","566","(3.02"
"20605876","357","220","(4.18"
"22337646","				292","				114"," 4.41"
"7100759","544","337","(3.70"
"6949365","				349","				154"," 3.64"
"32492014","612","405","(4.10"
"2461560","				627","				487"," 3.65"
"5619527","251","        82","4.35"
"3758447","				2285","				497"," 3.62"
"19426624","				394","				205"," 3.67"
"37001036","217","59","(4.41"
"23109456","225","59","(3.89"
"28168519","				104","				101"," 3.87"
"7476704","				343","				307"," 4.25"
"33712848","226","140","(3.27"
"8191214","				438","				376"," 3.65"
"11757728","				1250","				1056"," 3.40"
"44626654","99","41","(3.80"
"18397276","168","85","(4.07"
"13699205","826","256","(3.81"
"42006839","286","220","(4.04"
"49694317","				123","				88"," 4.07"
"10941737","437","288","(3.64"
"45645675","				302","				252"," 3.79"
"39479968","1444","1445","(4.22"
"50071669","				190","				132"," 3.97"
"4763999","				656","				337"," 3.58"
"32050101","				198","				142"," 4.14"
"31403166","352","224","(3.78"
"47412209","114","57","(3.25"
"28075920","381","221","(3.83"
"51221232","				133","				43"," 3.61"
"32409476","119","86","(4.32"
"7488934","362","331","(3.93"
"4349493","328","255","(3.35"
"8409432","393","216","(4.25"
"4684496","775","471","(4.02"
"28823415","180","136","(3.98"
"27022907","				573","				132"," 3.51"
"39570106","123","59","(4.54"
"4366439","				897","				318"," 3.84"
"21339835","				1220","				268"," 3.88"
"7730221","442","211","(4.47"
"10378346","1672","486","(3.56"
"4509610","1695","311","(4.22"
"3471188","202","132","(4.38"
"10517119","519","356","(4.32"
"4372418","1577","508","(3.54"
"15295977","1027","568","(3.80"
"8296406","				131","				46"," 4.27"
"36605514","287","83","(3.98"
"25550870","				475","				101"," 3.88"
"28647266","				213","				100"," 3.67"
"3285400","				430","				341"," 4.09"
"22498296","110","        21","4.59"
"15812965","				584","				499"," 3.90"
"44171811","96","29","(3.75"
"41773123","				40","				30"," 4.55"
"36765177","273","        34","3.88"
"27285612","1273","200","(3.33"
"7420118","				159","				30"," 4.20"
"7313310","				366","				158"," 3.21"
"29234118","188","43","(4.18"
"3651677","2540","1672","(4.04"
"7661517","133","109","(4.06"
"22268349","				465","				121"," 3.63"
"27474332","				276","				158"," 4.10"
"5952567","701","535","(3.86"
"22083108","319","219","(4.09"
"20911572","598","127","(4.08"
"7227854","290","204","(3.80"
"7589707","				1092","				1069"," 3.35"
"2997955","				254","				129"," 3.40"
"32941863","344","22","(3.41"
"2607684","571","384","(3.04"
"16082123","410","64","(4.07"
"20891256","				387","				196"," 3.66"
"36917252","				143","				69"," 4.40"
"12692033","510","252","(3.99"
"24725508","				356","				265"," 4.13"
"5961217","442","        221","3.86"
"43775293","292","115","(3.72"
"31445801","				129","				15"," 4.28"
"2928214","				1103","				358"," 3.54"
"31778657","				919","				140"," 4.20"
"36018047","307","110","(3.70"
"23864250","				323","				28"," 4.37"
"17985658","482","202","(3.37"
"4096145","722","810","(3.85"
"33852257","274","148","(3.85"
"36566317","244","197","(3.77"
"416997","				1136","				533"," 3.50"
"41337652","				295","				161"," 3.93"
"50303520","				177","				33"," 4.81"
"32021502","1010","208","(3.69"
"15134715","296","183","(4.18"
"26249033","				272","				206"," 4.02"
"6566431","				544","				275"," 3.50"
"2196186","480","196","(3.77"
"6967819","271","192","(4.07"
"13126896","2113","2007","(4.16"
"6855254","294","164","(3.92"
"5551588","395","248","(4.33"
"8620411","				1200","				836"," 3.88"
"19748757","				254","				198"," 3.46"
"2967529","				499","				177"," 4.15"
"6098324","				966","				422"," 3.10"
"5715052","				604","				332"," 3.49"
"4201191","				1012","				933"," 4.02"
"4569986","1419","39","(3.37"
"8310179","				1131","				431"," 3.92"
"2237043","				1279","				750"," 3.54"
"6303796","243","147","(3.10"
"6848917","				686","				668"," 3.98"
"7466356","				680","				391"," 3.76"
"407744","1356","656","(3.69"
"3703867","263","        73","4.42"
"41356020","296","235","(3.95"
"12964769","539","463","(4.08"
"4082986","770","131","(4.11"
"4898917","139","        132","3.97"
"6039156","				598","				354"," 3.72"
"4330534","				618","				325"," 3.89"
"5927169","1557","719","(4.05"
"4119085","				762","				652"," 4.37"
"7971985","318","        208","3.81"
"4306985","				1278","				471"," 4.03"
"17368496","				1440","				379"," 3.71"
"3088245","117","69","(3.67"
"5601870","1646","906","(3.83"
"7399193","564","465","(3.39"
"12721946","38","24","(4.11"
"5212646","1076","358","(3.91"
"16768971","663","656","(4.10"
"5067661","816","692","(2.98"
"2771032","				683","				373"," 3.83"
"4962626","618","237","(3.97"
"6456695","76","        16","4.61"
"7892538","333","87","(4.20"
"2528488","214","9","(3.79"
"10411299","				211","				154"," 4.43"
"5086029","				185","				147"," 3.27"
"6898939","				2029","				522"," 4.70"
"8600286","579","247","(4.45"
"6124117","367","        177","4.55"
"4844873","				995","				942"," 4.04"
"6049062","1723","1082","(4.30"
"5407834","844","323","(3.33"
"4493872","				789","				594"," 3.70"
"4873312","13352","        4950","3.23"
"7243197","276","        145","3.49"
"5927906","797","164","(3.39"
"11143936","398","320","(4.16"
"13615508","				443","				171"," 3.71"
"17648371","371","18","(3.80"
"22024038","1582","283","(3.34"
"58341705","286","133","(4.04"
"21424508","643","507","(3.53"
"6716818","905","103","(3.42"
"5662888","368","313","(3.58"
"6195486","1270","340","(4.17"
"24702150","				646","				399"," 4.43"
"5477825","				2004","				732"," 3.87"
"10459827","				550","				466"," 4.03"
"5196648","626","        522","3.81"
"3142322","				1107","				473"," 3.95"
"14227114","				820","				650"," 3.52"
"33943459","				649","				638"," 2.98"
"12575349","16","        6","4.88"
"395599","1823","1197","(3.91"
"6653441","108","57","(2.02"
"3569773","				1445","				1290"," 3.35"
"5748445","1336","635","(3.71"
"4979538","				933","				906"," 4.30"
"5458943","220","68","(3.78"
"5148209","				1464","				754"," 3.14"
"6070858","				504","				318"," 4.42"
"18492568","188","133","(3.99"
"10198457","				311","				212"," 3.65"
"24960438","292","161","(3.93"
"27899735","698","187","(3.88"
"27288811","				2209","				1339"," 3.58"
"33949368","				527","				272"," 2.96"
"2013137","798","250","(4.02"
"1600566","671","361","(2.99"
"4709566","				408","				331"," 4.08"
"6563567","315","158","(4.17"
"5426489","				1519","				162"," 3.77"
"3804735","				225","				109"," 3.68"
"29700829","185","        102","3.82"
"4162653","1409","1048","(4.43"
"4435077","				641","				355"," 3.50"
"4974909","1196","962","(3.68"
"17225371","				177","				60"," 3.37"
"10081771","719","455","(3.47"
"13444299","472","288","(4.01"
"4205209","530","500","(3.37"
"13822979","				259","				216"," 3.49"
"3381617","				693","				396"," 3.69"
"3388301","				964","				201"," 4.07"
"47859498","176","134","(3.68"
"22098024","362","231","(2.74"
"8785371","				1438","				370"," 3.93"
"30184448","				177","				80"," 4.37"
"4951044","				2731","				252"," 3.48"
"30202643","348","160","(3.59"
"9125314","767","505","(3.64"
"28821648","632","106","(4.76"
"5521411","				998","				663"," 3.73"
"21776188","261","228","(3.91"
"13138670","708","166","(4.06"
"16734044","525","309","(3.88"
"29176105","479","190","(3.97"
"24230021","				946","				132"," 3.95"
"30284081","336","154","(4.12"
"2108526","300","92","(3.60"
"8264065","593","206","(3.82"
"14799967","890","681","(3.51"
"20278637","				480","				186"," 3.44"
"6285960","113","185","(4.19"
"3761688","2224","358","(3.37"
"3548774","202","130","(3.89"
"4391611","5137","4875","(4.23"
"53176034","236","141","(4.10"
"5780683","71","37","(3.58"
"2682353","1162","764","(3.62"
"7410825","372","223","(3.74"
"4459954","				1252","				108"," 3.47"
"3987585","240","        187","4.47"
"3794636","669","587","(4.18"
"20521299","				83","				25"," 3.54"
"27213617","724","363","(3.50"
"2949869","1273","962","(3.41"
"10589022","417","        404","4.23"
"7060478","194","37","(3.20"
"6776122","1248","226","(2.90"
"8409647","				1646","				1275"," 3.22"
"9668135","422","173","(3.52"
"22190617","231","127","(3.97"
"13521842","314","193","(3.94"
"11886105","				2573","				2282"," 3.60"
"15955842","1334","872","(3.61"
"4995048","				813","				370"," 4.10"
"18464966","				642","				514"," 3.16"
"10879719","1034","1023","(3.82"
"8785609","6","5","(3.00"
"3309535","1737","1207","(3.34"
"1710785","2294","1784","(3.49"
"21464242","				600","				335"," 3.48"
"7020824","				1895","				1400"," 3.31"
"16891236","267","159","(3.10"
"6270231","				1636","				1780"," 3.69"
"3939614","111","        14","4.95"
"5709011","126","        20","4.45"
"16436828","711","        471","4.51"
"4447946","				879","				439"," 3.91"
"2939471","1288","980","(3.90"
"2691297","716","529","(4.03"
"7457009","231","15","(4.65"
"15705787","330","148","(3.34"
"4908527","138","        26","4.99"
"58697617","				564","				237"," 3.63"
"15501688","				437","				184"," 3.86"
"23944935","447","213","(4.03"
"41553144","				292","				95"," 4.05"
"5039340","1195","802","(3.99"
"39535174","				189","				12"," 4.17"
"9795536","1053","425","(4.10"
"5153260","801","688","(4.34"
