"author_id","total_ratings","total_reviews","avg_ratings"
"6713486","413","254","(4.17"
"4653461","1259","718","(3.05"
"2682057","736","689","(4.57"
"6983594","14","10","(4.43"
"7889806","				464","				40"," 3.53"
"101416","347","42","(4.18"
"5428738","60","40","(4.07"
"28182049","182","101","(3.80"
"23296593","289","        87","4.28"
"12940142","129","        44","4.49"
"7906997","382","78","(3.42"
"5298781","				3839","				2096"," 3.91"
"7302638","151","4","(3.89"
"2931216","399","216","(3.69"
"5171350","278","125","(3.96"
"2880726","				310","				63"," 3.70"
"1651177","				307","				184"," 3.35"
"8912618","410","204","(3.77"
"5453579","				101","				19"," 3.63"
"841891","1267","484","(3.79"
"7923299","				168","				24"," 3.41"
"4763192","45","34","(4.56"
"527287","892","79","(3.79"
"1758041","2597","1766","(3.39"
"4155773","				1410","				304"," 3.68"
"4085367","576","250","(3.77"
"2812711","127","30","(3.94"
"7672269","2","2","(3.50"
"735866","293","139","(3.96"
"25216545","563","275","(4.15"
"4681357","910","896","(4.20"
"5315190","467","355","(3.49"
"5562381","520","        154","3.82"
"2295635","				523","				23"," 3.05"
"5141351","103","34","(3.75"
"2439410","1036","        999","4.08"
"50871238","				9","				3"," 4.33"
"4152969","				1293","				81"," 3.35"
"3081289","626","20","(3.99"
"4387581","420","254","(3.66"
"4264758","				206","				99"," 4.31"
"967904","910","446","(3.84"
"682076","292","104","(4.14"
"4850233","				304","				155"," 3.31"
"1090413","1904","663","(3.17"
"9963966","				1063","				555"," 3.53"
"5321627","				494","				148"," 4.41"
"3057176","				992","				332"," 3.41"
"1940795","1308","1042","(2.96"
"2688131","31","6","(3.58"
"2639088","109","41","(3.82"
"3348925","208","10","(3.43"
"5399369","380","376","(4.08"
"3446396","693","244","(3.69"
"2803383","				210","				64"," 3.78"
"6063591","				116","				40"," 3.77"
"3054452","				1133","				207"," 4.14"
"4952684","50","41","(4.54"
"187128","467","322","(4.08"
"7872910","184","9","(4.14"
"1340204","261","104","(3.45"
"127972","486","238","(2.96"
"627797","50","5","(3.80"
"5947269","415","107","(3.96"
"2423216","1240","678","(3.54"
"2050219","446","44","(4.23"
"11303654","				432","				4"," 3.50"
"15933432","381","249","(3.07"
"3389433","				410","				97"," 3.35"
"8669719","114","62","(3.27"
"3059330","226","3","(3.76"
"42650501","495","368","(4.55"
"4965334","				72","				3"," 3.90"
"5839646","89","61","(3.43"
"696639","				158","				63"," 3.82"
"1025797","				1320","				1269"," 3.09"
"5087617","27","        13","3.33"
"1121286","113","26","(3.52"
"7221618","				1003","				179"," 3.47"
"1261615","				555","				346"," 3.07"
"36777775","443","415","(3.41"
"5670496","125","27","(3.36"
"8596125","327","36","(3.52"
"23102466","				396","				123"," 3.80"
"1555320","665","239","(3.71"
"3128567","1030","638","(4.36"
"5256142","416","113","(3.53"
"2225246","8506","7539","(2.88"
"7424886","				693","				283"," 2.53"
"1539189","				618","				144"," 3.30"
"5015596","				49","				23"," 4.10"
"26844363","45","2","(4.64"
"3208051","217","        255","4.06"
"1263774","213","69","(4.69"
"6624924","43","6","(4.05"
"4917555","				511","				323"," 2.92"
"5274914","				151","				81"," 4.28"
"7443831","				111","				24"," 3.71"
"418694","67","28","(3.64"
"4840348","				1235","				414"," 3.24"
"9407268","				86","				82"," 4.40"
"14934241","				857","				130"," 4.55"
"2723491","211","73","(3.75"
"9543950","159","39","(4.86"
"7918277","258","7","(4.07"
"3747299","979","337","(3.56"
"5926542","				179","				61"," 3.28"
"5885086","				1284","				195"," 3.69"
"247926","932","740","(3.15"
"3861945","938","125","(3.48"
"9128132","951","49","(3.73"
"2326478","				703","				240"," 4.05"
"4255599","				196","				80"," 4.16"
"5181058","49","24","(3.39"
"5393251","101","27","(4.44"
"1689545","406","267","(4.00"
"23308835","206","156","(2.72"
"1667782","539","537","(3.50"
"6102823","314","273","(3.52"
"2922618","				221","				4"," 3.90"
"2996450","				328","				58"," 3.92"
"4753458","261","183","(4.00"
"1935989","				228","				53"," 3.72"
"2078036","				179","				38"," 3.50"
"1095451","				527","				252"," 3.88"
"1592718","29","17","(3.38"
"943891","193","176","(3.89"
"5726197","191","103","(4.52"
"2496928","				171","				24"," 3.54"
"60323199","2","3","(3.00"
"40488043","				1039","				1039"," 4.58"
"724559","577","93","(3.77"
"126450","424","323","(3.63"
"4974395","287","162","(4.22"
"4720097","58","22","(3.84"
"2798148","				321","				161"," 3.75"
"4849333","870","273","(3.40"
"1573906","94","25","(4.05"
"5483356","				287","				174"," 3.72"
"4930512","				234","				82"," 3.49"
"1329728","623","        338","4.39"
