"author_id","total_ratings","total_reviews","avg_ratings"
"8936537","1324","        401","3.22"
"30848404","				532","				343"," 3.98"
"22920652","749","689","(4.30"
"4814585","				1197","				929"," 3.55"
"14745213","42","        22","5.00"
"11660396","117","        7","4.29"
"33062312","				763","				414"," 4.17"
"2610469","65","2","(4.78"
"11305518","221","172","(4.10"
"15564946","574","127","(2.73"
"11406337","				238","				106"," 4.37"
"31907780","190","111","(3.62"
"41800180","773","528","(3.92"
"12769078","				2211","				1360"," 3.23"
"48581416","61","        36","3.77"
"5347534","				717","				207"," 4.09"
"16104670","399","89","(3.92"
"14659394","381","92","(4.35"
"5699984","				776","				126"," 4.03"
"11944381","527","        158","4.22"
"5750506","605","        112","4.91"
"16604230","				780","				217"," 3.38"
"60071686","				323","				179"," 3.02"
"4566770","1925","1745","(3.78"
"6126340","				316","				29"," 3.68"
"3677193","713","659","(4.27"
"9588389","196","32","(3.53"
"18045585","336","130","(3.70"
"16053211","291","189","(3.05"
"3978654","				89","				83"," 4.73"
"12150167","1703","331","(3.87"
"17103032","1385","68","(4.11"
"11156702","363","297","(4.78"
"17701126","561","354","(3.98"
"26991401","515","15","(3.99"
"2235558","				1006","				221"," 3.61"
"22040419","				206","				41"," 3.51"
"15677683","295","236","(4.75"
"5468058","863","267","(4.30"
"13784181","345","46","(4.91"
"29327213","1364","1350","(4.94"
"22557958","95","4","(4.28"
"11087333","249","96","(4.47"
"6855477","315","17","(4.63"
"20952694","				825","				414"," 4.24"
"20650437","				108","				43"," 4.19"
"7718772","1287","1276","(4.37"
"9280426","2","2","(4.50"
"20954746","209","66","(4.67"
"5951209","155","        56","5.00"
"9318741","				700","				64"," 3.93"
"6975402","				568","				425"," 3.25"
"23608823","646","556","(4.37"
"8664063","288","345","(4.71"
"20858426","665","235","(4.59"
"7630306","1170","214","(3.92"
"19385846","295","87","(3.56"
"18301139","737","200","(4.06"
"19235349","1875","189","(4.12"
"11594278","				271","				48"," 4.32"
"6708904","2335","989","(3.81"
"22299862","0","0","(5.00"
"13515451","471","50","(4.89"
"11385172","39","13","(3.41"
"8627051","758","607","(4.85"
"12297605","332","77","(4.54"
"7330932","475","386","(4.22"
"4297296","0","0","0"
"7507907","4","3","(5.00"
"23215855","47","0","(4.51"
"12594910","167","9","(4.55"
"12166841","375","94","(4.26"
"14595215","167","15","(4.41"
"6705123","2109","1639","(3.72"
"22558159","46","2","(4.74"
"11008082","				354","				10"," 4.97"
"25801809","				853","				100"," 3.86"
"8345392","171","76","(4.73"
"26206450","54","3","(4.17"
"4683176","				344","				35"," 4.11"
"26206850","61","3","(4.36"
"16459828","				328","				48"," 4.79"
"13593484","				1634","				1108"," 4.13"
"8920494","54","21","(4.15"
"2599523","679","149","(4.10"
"12405886","582","88","(4.15"
"25423033","				203","				112"," 4.45"
"39243185","1784","1161","(4.25"
"13389247","623","397","(4.22"
"3862483","1611","284","(3.74"
"32627102","476","168","(4.60"
"10331402","1353","643","(4.22"
"3259805","613","36","(4.51"
"7778638","				956","				175"," 3.54"
"22379308","				260","				53"," 3.76"
"1984540","399","81","(4.74"
"14161404","				787","				267"," 3.70"
"7852187","				1450","				164"," 3.92"
"12138655","353","36","(4.02"
"8758214","1029","415","(4.10"
"12993336","				838","				76"," 3.66"
