"author_id","total_ratings","total_reviews","avg_ratings"
"253829","519","59","(4.38"
"9111274","				212","				38"," 3.73"
"6594595","220","36","(3.05"
"6648927","89","33","(3.29"
"33689726","119","25","(4.08"
"2613853","118","18","(4.85"
"4745882","161","51","(3.87"
"3733866","477","200","(4.44"
"5163558","881","126","(4.43"
"30298992","158","6","(3.90"
"10156042","24","5","(4.12"
"54832021","71","0","(3.80"
"52865120","53","2","(4.15"
"12341775","31","6","(4.16"
"2423729","				497","				135"," 3.42"
"8686217","145","59","(3.06"
"65663862","62","17","(4.13"
"52788493","134","15","(3.66"
"7021995","2227","16","(3.89"
"5992001","389","105","(3.47"
"6605847","91","16","(3.65"
"67445086","65","5","(3.71"
"65820992","122","53","(3.45"
"6942738","60","58","(3.57"
"29979606","68","0","(4.03"
"61773393","				2","				2"," 4.50"
"366260","203","67","(3.71"
"3145660","972","102","(3.31"
"51609934","322","344","(3.38"
"2797292","566","560","(3.38"
"63684625","29","2","(4.28"
"19043511","152","61","(4.05"
"19881998","73","29","(3.53"
"1856239","562","108","(3.52"
"33291876","				833","				635"," 3.28"
"49011469","120","2","(3.65"
"61063910","13","0","(3.92"
"19751287","29","5","(4.10"
"1450191","150","67","(3.10"
"6760509","295","144","(4.12"
"38900242","193","4","(3.84"
"68373406","39","4","(3.64"
"24691","				73","				48"," 4.15"
"24331958","82","14","(3.79"
"57345652","90","3","(3.99"
"4485025","				913","				226"," 3.74"
"56574709","171","33","(3.85"
"44054796","91","52","(3.91"
"23124014","619","224","(3.82"
"63597633","21","8","(4.43"
"25372316","427","49","(3.57"
"8097858","				638","				100"," 3.02"
"39904972","60","13","(3.80"
"22120512","200","10","(4.25"
"29624766","208","119","(3.62"
"4788565","				240","				12"," 3.24"
"41149835","149","50","(4.17"
"48043730","19","14","(4.26"
"936913","134","26","(3.51"
"37602362","82","20","(4.23"
"22093117","149","5","(4.27"
"20331813","352","67","(3.21"
"8141572","234","67","(3.80"
"5863875","				54","				1"," 3.72"
"63208117","26","2","(4.12"
"12117517","56","5","(3.91"
"54571915","				133","				10"," 4.50"
"9569165","380","171","(4.02"
"12283632","212","11","(3.51"
"7288485","				511","				409"," 3.40"
"23879091","243","54","(3.77"
"28441180","51","17","(3.88"
"33313901","282","8","(4.16"
"24333799","470","201","(4.07"
"6561542","945","253","(4.05"
"9658620","				159","				28"," 3.92"
"9734627","352","17","(3.70"
"854611","				1066","				212"," 3.65"
"6867494","139","75","(3.68"
"59259249","3","3","(3.00"
"22072410","79","27","(3.91"
"2637089","617","356","(4.38"
"3337515","				159","				48"," 3.97"
"33873852","57","17","(4.28"
"22053235","0","227","(3.00"
"12617099","118","0","(3.71"
"1926836","				235","				24"," 4.13"
"4108618","284","207","(3.68"
"2644090","				1488","				813"," 3.43"
"867437","475","285","(2.99"
"5843628","188","45","(4.11"
"5148104","676","65","(3.42"
"11221006","60","22","(3.92"
"20763734","103","62","(3.82"
"4707218","253","30","(3.25"
"2933914","				553","				235"," 3.52"
"5078134","97","59","(4.18"
"3594188","				476","				400"," 3.27"
"3264162","531","217","(3.63"
"5687594","806","        191","4.09"
"865502","719","413","(4.12"
"5476774","145","135","(3.97"
"3939564","				378","				184"," 3.16"
"5891958","313","9","(3.63"
"10039493","104","100","(3.39"
"43736849","89","24","(3.58"
"2085387","531","327","(3.16"
"46063972","29","5","(4.14"
"4063465","284","29","(3.94"
"85501","443","310","(3.41"
"17737927","440","291","(4.10"
"6278820","				559","				485"," 3.45"
"29084789","241","241","(3.72"
"5530091","462","359","(4.12"
"4786241","334","186","(3.85"
"5535712","1139","393","(3.75"
"32014561","202","95","(3.36"
"114559","684","437","(3.49"
"4983419","				252","				18"," 3.67"
"9728092","				782","				375"," 3.68"
"7854185","				1198","				790"," 3.96"
"2641242","1717","1432","(3.92"
"4811086","172","37","(3.87"
"27304591","				139","				58"," 3.68"
"105247","				468","				279"," 3.81"
"32124715","				433","				86"," 4.13"
"30437926","				450","				109"," 4.33"
"8899696","1247","166","(4.07"
"3469288","678","175","(3.55"
"3463694","313","158","(3.04"
"15319747","				345","				7"," 3.48"
"3322071","346","        263","4.14"
"7377944","				399","				133"," 3.75"
"4389841","169","30","(3.56"
"4303919","495","        391","4.48"
"5074368","1038","952","(4.03"
"5652125","442","23","(3.49"
"16204413","135","69","(3.48"
"5334800","				4309","				2468"," 4.24"
"23642589","213","88","(3.85"
"40297318","204","127","(3.48"
"5977015","66","14","(3.48"
"3974871","				1238","				434"," 3.75"
"5258511","573","        517","4.23"
"20127215","167","72","(3.49"
"4363857","				787","				530"," 3.19"
"6343107","50","9","(4.24"
"39425101","49","2","(4.47"
"5190673","				1617","				1126"," 3.63"
"28263490","60","5","(4.60"
"26690665","35","15","(4.14"
"4169546","183","141","(3.73"
"11640642","305","58","(4.37"
"6982199","				1042","				392"," 3.49"
"16850769","				106","				66"," 3.61"
"28946337","154","87","(3.82"
"9647379","67","37","(4.01"
"47059609","135","14","(3.96"
"5543331","				99","				8"," 3.89"
"15668659","59","12","(3.90"
"24026095","0","0","(5.00"
"31980216","				437","				387"," 4.24"
"20034166","110","42","(4.43"
"25480032","				22","				10"," 3.23"
"5480349","639","        417","3.87"
"9094550","				74","				13"," 3.78"
"29941211","444","171","(4.16"
"27637734","44","8","(4.27"
"30140957","				38","				4"," 4.71"
"5253779","450","320","(3.63"
"20855150","125","40","(4.40"
"39888917","233","43","(4.35"
"1604055","				281","				92"," 3.51"
"24460767","217","168","(4.48"
"5122131","				1488","				382"," 3.38"
"16016961","				194","				42"," 3.61"
"765427","660","413","(3.37"
"50820800","72","62","(4.32"
"10114776","				488","				299"," 4.01"
"7321708","332","207","(3.70"
"17565952","202","30","(4.58"
"13231881","				203","				54"," 3.66"
"3083853","				571","				413"," 3.73"
"21904490","637","228","(3.87"
"22487492","				73","				7"," 4.16"
"22893451","259","89","(2.95"
"5252196","				394","				89"," 3.88"
"6724835","				181","				3"," 3.96"
"42889472","173","11","(3.95"
"63955568","93","12","(4.47"
"62212312","133","77","(4.02"
"6397406","				287","				171"," 4.33"
"20955917","				749","				324"," 3.39"
"3166645","1326","1093","(3.94"
"32870003","142","10","(3.20"
"13820610","469","179","(3.20"
"5112326","426","        420","3.36"
"10323950","827","820","(4.11"
"29555977","241","169","(4.26"
"16236362","				21","				5"," 3.95"
"2567205","257","169","(3.53"
"22404559","470","452","(4.30"
"8251071","826","240","(4.23"
"7838864","564","558","(3.73"
"15516025","249","142","(3.71"
"1606054","44","5","(4.30"
"4379384","				299","				12"," 3.01"
"3038408","265","155","(4.02"
"44371157","137","125","(4.42"
"2924016","818","333","(3.58"
"34196360","747","91","(4.21"
"5248503","				632","				142"," 3.91"
"13412962","289","255","(4.12"
"22270889","272","102","(3.45"
"15013809","1118","375","(3.34"
"7999432","52","7","(3.48"
"8962539","244","42","(3.78"
"47390150","28","19","(3.57"
"6592957","393","393","(4.76"
"36121093","179","98","(3.68"
"5711186","261","55","(3.79"
"4780458","				428","				400"," 3.10"
"28537308","86","30","(3.17"
"195792","524","122","(3.30"
"3584794","1440","741","(3.76"
"10999461","				321","				107"," 3.59"
"26000875","206","22","(3.40"
"7341712","				174","				25"," 4.05"
"44263014","124","70","(4.30"
"4627974","1517","1258","(3.81"
"1921076","748","364","(3.87"
"28371717","27","27","(4.81"
"5759850","				68","				1"," 3.75"
"1972200","109","96","(3.51"
"10551559","245","        164","3.67"
"25618852","				319","				99"," 4.04"
"24225848","407","180","(4.33"
"19335474","				42","				28"," 3.93"
"5552852","				359","				2"," 3.46"
"3168170","195","186","(3.87"
"5334224","271","173","(3.70"
"8741357","31","11","(4.19"
"16295430","37","20","(3.30"
"3357876","301","102","(3.82"
"6299585","				124","				94"," 3.59"
"2243589","477","329","(3.83"
"5905476","				1236","				292"," 3.16"
"5162540","1849","1242","(4.11"
"9932820","81","37","(3.54"
"13315489","				425","				118"," 4.17"
"4442123","538","315","(3.52"
"16946772","				367","				142"," 3.68"
"5937781","442","56","(3.58"
"11300838","				1120","				255"," 3.05"
"844947","209","209","(3.10"
"7497139","1424","262","(2.71"
"20088500","56","11","(3.80"
"26160731","36","0","4.22"
"2650544","324","319","(3.81"
"3892634","				377","				173"," 3.84"
"11268882","				519","				255"," 3.59"
"1835284","				242","				53"," 3.62"
"13468827","441","61","(3.60"
"5712919","				15","				15"," 4.93"
"7034810","				25","				8"," 3.64"
"9319257","				60","				11"," 3.37"
"4905032","				118","				18"," 3.84"
"14383181","24","24","(3.04"
"10323511","184","7","(3.91"
"3342129","16","12","(3.75"
"6150819","286","45","(3.44"
"43544955","60","2","(4.07"
"6038772","542","        156","4.25"
"650832","1218","919","(3.83"
"4168744","				811","				267"," 3.89"
"18989854","544","372","(3.43"
"5951909","186","30","(4.04"
"6506990","119","18","(3.89"
"9530847","260","7","(4.13"
"20225638","				410","				86"," 3.62"
"16417713","206","49","(3.89"
"6295774","115","42","(3.90"
"8743438","586","167","(3.83"
"8067044","985","59","(3.97"
"8710954","318","148","(4.24"
"10299664","1865","328","(3.29"
"42913322","25","13","(4.04"
"31298106","65","23","(3.71"
"13417219","343","293","(4.21"
"24209663","				23","				13"," 3.83"
"3208267","92","30","(4.05"
"20629965","				777","				508"," 3.98"
"43653969","24","0","(4.92"
"15256850","540","245","(3.51"
"12369816","32","32","(3.50"
"9103034","				382","				27"," 3.87"
"4036455","1592","908","(3.12"
"1603260","286","46","(3.19"
"11565234","689","714","(4.42"
"27668151","187","16","(3.72"
"9432998","177","112","(3.55"
"24081761","				431","				107"," 4.29"
"27407025","16","2","(3.81"
"7342868","127","        43","3.86"
"5752881","262","7","(3.47"
"19146386","137","55","(3.88"
"7016362","329","205","(4.03"
"17583080","				153","				65"," 3.21"
"2753319","227","192","(3.56"
"22434195","110","5","(3.80"
"4563186","478","312","(2.88"
"7213824","805","771","(3.87"
"5120234","				630","				303"," 3.77"
"5438615","				128","				45"," 4.41"
"6876750","				742","				79"," 3.44"
"18739369","103","49","(3.99"
"7517443","86","81","(3.15"
"742135","				9","				6"," 4.67"
"39084977","				84","				30"," 3.60"
"5250855","149","29","(4.46"
"36235271","203","11","(3.42"
"15803955","				236","				13"," 3.54"
"37613787","1104","321","(4.04"
"9924472","				235","				96"," 3.62"
"6087515","98","7","(4.38"
"3153878","310","        124","3.60"
"40581916","24","14","(3.38"
"1692287","				1445","				603"," 3.81"
"9369777","121","5","(3.63"
"2174430","379","133","(3.67"
"17748445","				484","				6"," 3.80"
"9122230","367","235","(4.26"
"40269967","39","2","(4.49"
"7424212","				90","				47"," 4.13"
"798925","426","        132","3.75"
"9334959","0","0","(5.00"
"10896375","19","4","(4.00"
"6391600","233","56","(3.92"
"5941143","66","56","(3.68"
"3837049","214","16","(3.89"
"9475984","435","155","(3.99"
"10303128","143","8","(3.31"
"4253416","1197","374","(4.07"
"16515313","349","125","(3.60"
"28233523","31","0","(2.77"
"6948692","1232","189","(3.62"
"5933802","761","61","(3.96"
"27469246","				236","				167"," 3.74"
"4037130","				722","				287"," 3.93"
"3966531","214","122","(4.20"
"7916630","293","182","(3.22"
"7720953","36","19","(3.75"
"5001300","858","        73","3.38"
"13644450","				233","				32"," 4.50"
"10304872","66","28","(3.64"
"13998050","159","77","(3.27"
"5319663","				388","				235"," 3.74"
"2423360","514","281","(3.61"
"34809136","102","6","(3.60"
"5533163","				131","				47"," 3.30"
"3799275","765","13","(3.32"
"11990861","15","11","(3.87"
"18193036","				29","				2"," 4.00"
"8912701","				11","				3"," 3.27"
"3354600","164","9","(3.49"
"1180957","726","406","(3.22"
"3658623","51","2","(3.96"
"34519040","611","200","(3.27"
"8888275","				1966","				1060"," 3.58"
"10933118","51","21","(3.49"
"43423597","269","186","(3.94"
"14253990","83","24","(4.55"
"866466","				1886","				947"," 3.82"
"777610","454","228","(3.58"
"5872950","1305","489","(3.67"
"11950385","				214","				27"," 4.72"
"4037083","				379","				119"," 3.72"
"8648354","72","45","(3.94"
"50254346","313","126","(4.99"
"28420171","21","17","(4.38"
"29944529","23","4","(4.70"
"13197271","				829","				119"," 4.20"
"19091968","70","36","(4.04"
"26546562","527","85","(3.71"
"16802829","12","9","(4.58"
"5808311","				1288","				796"," 3.32"
"3495168","174","133","(4.10"
"9956319","161","10","(4.31"
"5289088","228","2","(3.92"
"9978478","729","159","(3.11"
"3706625","				107","				47"," 3.67"
"34381438","199","175","(4.23"
"30594141","				85","				32"," 3.87"
"7529974","147","89","(4.78"
"5837016","388","113","(4.20"
"24290432","				793","				337"," 3.86"
"3139067","821","324","(3.94"
"776371","				769","				89"," 3.01"
"14772206","				524","				425"," 3.61"
"13794613","15","11","(4.40"
"20744238","155","44","(3.01"
"6167555","40","4","(3.90"
"9153579","92","13","(3.92"
"16129360","				332","				72"," 3.37"
"4900577","135","32","(4.16"
"55903842","74","21","(4.91"
"19687343","223","60","(3.53"
"13346584","577","320","(3.76"
"12125670","				607","				550"," 4.44"
"11856352","				1262","				1008"," 3.92"
"3716081","				562","				197"," 3.84"
"22324639","				1313","				842"," 3.30"
"3024056","				1215","				939"," 4.32"
"19958389","				641","				122"," 3.54"
"6972914","721","440","(4.63"
"2278800","1129","561","(2.80"
"33752173","389","266","(3.58"
"52006095","981","197","(4.43"
"369948","332","108","(3.40"
"5107700","				1629","				552"," 4.14"
"15586682","				1349","				486"," 3.51"
"15589375","				973","				1108"," 3.92"
"350874","1195","103","(3.74"
"2459470","2490","867","(4.25"
"7320000","				1915","				1038"," 3.98"
"17237503","				1194","				456"," 3.70"
"5005369","				1263","				521"," 3.44"
"10095424","				361","				134"," 4.24"
"18387313","				1744","				587"," 3.90"
"21293910","				1616","				1257"," 4.55"
"2451459","				1208","				741"," 4.09"
"6703235","				1103","				953"," 3.72"
"8584584","				547","				296"," 3.56"
"34110739","363","157","(3.90"
"274942","158","112","(3.97"
"38002598","539","241","(3.81"
"43949134","0","0","0"
"10577481","313","216","(3.74"
"5066657","2762","1649","(4.00"
"6316039","				1960","				288"," 2.74"
"28082835","818","122","(3.10"
"3768439","2169","943","(3.55"
"9153151","774","106","(3.97"
"14963713","704","        430","4.38"
"1844496","781","545","(4.47"
"1619431","1575","567","(3.76"
"5485579","1056","663","(3.33"
"54991234","				77","				2"," 3.73"
"60515935","12","0","(4.92"
"2039351","				1542","				379"," 3.20"
"19372410","199","7","(3.81"
"7691824","210","39","(3.85"
"11378885","50","26","(3.94"
"20498806","				498","				456"," 3.06"
"382536","1199","1057","(3.73"
"860539","				762","				653"," 3.63"
"65376403","				189","				24"," 4.36"
"39406671","195","177","(3.70"
"4570065","				256","				60"," 2.82"
"11475731","1461","367","(3.45"
"41554596","186","36","(3.95"
"32803102","167","105","(2.68"
"1883648","951","366","(3.94"
"3855737","				246","				246"," 3.00"
"42596232","72","2","(4.43"
"19113303","387","3","(2.75"
"7904191","429","232","(3.84"
"2473504","1121","1127","(3.85"
"1270013","558","225","(3.48"
"33283784","394","391","(3.39"
"2320890","				771","				643"," 3.98"
"2131746","				861","				225"," 4.08"
"25547640","537","333","(3.24"
"11626803","				1745","				1151"," 3.44"
"22021994","				717","				559"," 3.60"
"1331641","1736","1179","(3.42"
"7301000","				1726","				847"," 3.17"
"11216149","				2459","				1581"," 3.52"
"29482055","571","397","(4.08"
"9572229","				2577","				559"," 2.94"
"5629547","1311","863","(3.87"
"27639962","				900","				727"," 3.59"
"1943703","424","388","(4.33"
"1991203","				341","				197"," 3.60"
"3789528","2390","2417","(3.04"
"58940","				1715","				1421"," 3.73"
"4650749","				3108","				1090"," 3.53"
"5656015","				1353","				394"," 4.10"
"3433216","				1511","				621"," 4.10"
"32136260","				62","				56"," 2.66"
"16866852","				164","				92"," 4.16"
"10494178","401","183","(3.69"
"21672927","				526","				355"," 4.17"
"7132123","1803","1153","(4.46"
"2640658","1039","602","(3.17"
"5033175","				498","				309"," 3.56"
"5827489","				206","				39"," 3.96"
"1386709","190","141","(4.39"
"4973870","				744","				192"," 3.79"
"4439079","483","391","(3.25"
"4229318","62","        52","4.95"
"5216450","692","455","(3.77"
"2489554","2160","1998","(3.96"
"42235700","408","312","(4.26"
"4228829","				677","				206"," 3.90"
"8882779","460","172","(3.83"
"34334476","51","9","(4.27"
"31857175","				578","				516"," 3.21"
"182835","				1517","				1016"," 3.40"
"33021540","590","85","(3.94"
"11443588","				489","				373"," 3.48"
"17320125","				420","				120"," 4.11"
"9863226","457","        190","3.98"
"15550986","				1111","				920"," 3.63"
"285610","				3144","				1917"," 3.91"
"10122258","1374","191","(3.94"
"20622184","				860","				34"," 4.12"
"4903642","				1476","				1044"," 4.33"
"4651980","1245","609","(3.61"
"4850357","				252","				204"," 3.50"
"1157860","1216","        317","3.82"
"14918997","225","125","(3.81"
"635443","960","923","(3.69"
"2478293","				868","				746"," 3.60"
"43823591","187","44","(3.33"
"3364046","80","3","(4.60"
"7486925","328","127","(3.50"
"25667186","				340","				157"," 4.34"
"3069396","718","660","(4.07"
"23384676","				576","				390"," 3.69"
"4590896","112","111","(3.76"
"2906277","				1786","				1453"," 3.61"
"7751086","1666","1207","(3.20"
"5853586","1328","        289","3.73"
"29702469","				504","				152"," 3.61"
"23899791","				1352","				950"," 3.41"
"13454748","1691","1023","(3.99"
"12077154","				545","				367"," 3.44"
"2212365","627","313","(2.78"
"26101746","				471","				212"," 2.90"
"1452470","1672","269","(3.19"
"1768864","				1010","				818"," 3.70"
"5827877","				883","				405"," 3.78"
"134600","				4622","				4360"," 3.35"
"2999717","				4032","				2753"," 3.49"
"16907650","723","468","(3.50"
"1585446","916","510","(4.16"
"1478411","1557","954","(3.51"
"9151051","				456","				164"," 3.95"
"1881626","1200","1036","(3.62"
"5376258","926","735","(3.70"
"1501042","107","        95","4.62"
"27588795","313","74","(4.18"
"1586349","				4754","				1725"," 3.30"
"3690127","831","170","(4.32"
"5577031","				1651","				806"," 3.73"
"2857113","				935","				410"," 3.78"
"3491949","				1159","				527"," 3.45"
"5394864","620","333","(4.42"
"27200940","				1247","				522"," 3.22"
"7264121","				2635","				1177"," 3.59"
"210123","1547","977","(3.23"
"34703476","				322","				32"," 4.07"
"50565880","168","155","(3.08"
"5635060","				430","				257"," 3.76"
"4403718","396","394","(3.90"
"19759710","				605","				53"," 3.92"
"37286206","824","        464","4.42"
"58438216","152","20","(4.36"
"10747955","158","95","(3.39"
"11698588","				319","				27"," 3.74"
"23974614","90","74","(4.26"
"35433419","1767","1774","(3.67"
"4692637","				1269","				407"," 3.29"
"16557880","				364","				223"," 2.91"
"2831891","1310","1254","(4.03"
"3085379","2011","1339","(3.81"
"1063235","359","89","(3.74"
"63637736","745","445","(3.25"
"5720350","				346","				67"," 3.56"
"6611335","				2871","				1493"," 3.83"
"32569557","76","14","(4.12"
"58434","				930","				495"," 3.52"
"3971432","1087","782","(3.60"
"38458366","1141","707","(4.06"
"9489799","				753","				580"," 3.89"
"7300127","				648","				48"," 3.07"
"11957859","				118","				94"," 3.16"
"3513487","				1085","				282"," 3.68"
"754268","				1548","				925"," 3.95"
"4428084","517","142","(3.02"
"154565","156","49","(3.76"
"14885380","926","614","(4.41"
"6506600","				1030","				499"," 3.22"
"5357932","				323","				312"," 4.13"
"814603","				1164","				827"," 4.22"
"2651785","				1919","				1691"," 3.76"
"4658349","147","69","(2.88"
"13400940","				437","				305"," 3.78"
"4555873","842","629","(3.62"
"1449734","				1327","				855"," 2.68"
"15722762","				722","				138"," 3.56"
"5180800","				106","				24"," 3.32"
"797803","358","356","(3.80"
"1125613","4957","        4667","3.98"
"1216094","				2036","				1830"," 3.65"
"22849015","966","468","(4.06"
"3118418","483","        397","4.08"
"1368958","330","        49","4.02"
"840454","1138","610","(3.75"
"767787","219","33","(3.08"
"1211806","1139","722","(3.94"
"2038272","884","693","(4.28"
"2240949","335","283","(3.67"
"13175571","1170","51","(4.19"
"3766842","				1303","				931"," 3.82"
"20190512","127","47","(4.14"
"37284522","				868","				373"," 3.20"
"21211091","				1299","				120"," 4.49"
"3744264","				1039","				256"," 3.66"
"1550301","				1647","				556"," 3.59"
"117717","				1339","				56"," 3.37"
"42134653","290","250","(3.05"
"11587702","				447","				187"," 3.85"
"122689","				949","				782"," 4.05"
"1434809","631","        110","4.95"
"921209","21","13","(4.33"
"52007413","				228","				69"," 4.24"
"2285123","1079","535","(2.39"
"872245","1705","1480","(3.63"
"4120638","1610","1583","(4.16"
"40042696","1031","797","(3.74"
"4352734","				1589","				1076"," 3.70"
"1310564","				1221","				315"," 3.43"
"17988899","808","624","(4.16"
"5108515","428","164","(4.32"
"8262888","				1817","				318"," 4.38"
"3754609","				1809","				98"," 3.68"
"17559480","323","264","(4.33"
"6926091","2603","622","(3.94"
"22956399","				1019","				335"," 2.65"
"18396754","0","0","0"
"6208297","847","244","(3.38"
"2931201","386","48","(4.18"
"649543","904","449","(4.28"
"17656456","1113","529","(3.13"
"3878043","1004","1004","(3.41"
"4722432","				1208","				506"," 4.24"
"1798103","1974","130","(3.28"
"2380354","1146","523","(4.17"
"333692","1791","1656","(3.36"
"7415923","1744","1127","(4.74"
"7728311","1212","154","(4.14"
"2999635","				2629","				2071"," 3.64"
"21923134","				647","				409"," 4.00"
"41985605","283","191","(3.85"
"3129065","				1182","				189"," 4.03"
"5389474","				481","				417"," 3.89"
"1802746","2879","2527","(3.70"
"12458735","424","212","(3.67"
"6347015","339","11","(4.68"
"6889888","				649","				33"," 3.66"
"3165273","255","85","(3.92"
"22669289","959","931","(3.19"
"7108760","763","327","(3.64"
"55213592","22","12","(4.23"
"9490722","421","326","(4.11"
"6598321","				400","				151"," 3.40"
"45763671","302","74","(3.86"
"7034441","				178","				41"," 3.79"
"61428160","293","155","(3.46"
"7496237","				339","				84"," 3.56"
"61212102","33","10","(4.73"
"69881516","29","3","(4.10"
"11126155","				421","				140"," 3.37"
"6023286","2354","1360","(3.44"
"30496128","505","47","(3.24"
"34502304","28","5","(3.86"
"46027813","				401","				189"," 4.29"
"13500210","				970","				296"," 3.98"
"26749067","242","106","(4.72"
"51082758","13","10","(3.08"
"1296981","1021","104","(3.41"
"66587447","124","3","(4.05"
"17068845","				163","				26"," 4.28"
"8555986","1237","254","(3.66"
"36592919","400","309","(3.95"
"3487666","514","166","(3.10"
"53441265","53","0","(3.81"
"10842628","				550","				164"," 4.02"
"9560532","265","145","(4.52"
"10851512","318","62","(4.23"
"16259676","1318","1154","(4.87"
"14798785","375","54","(3.98"
"377746","722","532","(3.63"
"68189300","46","10","(4.11"
"11546328","				964","				129"," 3.45"
"49356177","				32","				2"," 4.47"
"65955833","218","190","(3.22"
"65500962","74","4","(4.11"
"13289850","				2052","				1887"," 4.07"
"29665784","266","134","(3.50"
"24107001","803","807","(4.12"
"60651243","618","555","(3.87"
"2683868","731","548","(3.65"
"3056533","				411","				2"," 3.66"
"13809181","22","0","(4.09"
"4919743","				185","				104"," 3.65"
"1731678","1338","789","(3.87"
"5328566","3332","3360","(4.00"
"3026723","185","3","(3.60"
"15591068","871","456","(2.97"
"13244359","				2129","				1819"," 3.37"
"911777","422","319","(4.42"
"10618653","				548","				106"," 4.08"
"1401819","				1648","				897"," 3.43"
"294779","				528","				77"," 3.79"
"3100063","				53","				8"," 3.81"
"1207488","				227","				21"," 3.53"
"2905141","				1790","				1507"," 3.87"
"826386","113","27","(3.85"
"4941752","				3","				2"," 3.33"
"1942806","82","51","(3.61"
"4700140","326","        82","4.01"
"3951896","148","130","(3.59"
"5653827","1047","234","(4.34"
"3793206","701","268","(4.12"
"938018","90","55","(3.72"
"1883261","622","456","(4.06"
"5591980","295","179","(3.02"
"5879657","				413","				328"," 3.88"
"40084397","78","52","(3.60"
"3564186","661","38","(3.84"
"5544450","				731","				268"," 3.12"
"1217440","				1931","				878"," 3.23"
"2790051","783","118","(3.96"
"3718349","74","7","(3.42"
"5507270","186","42","(3.75"
"4963439","1038","213","(3.70"
"2313447","				76","				15"," 3.42"
"5456871","452","21","(4.57"
"3461886","375","55","(3.80"
"2818779","900","70","(3.74"
"2637856","249","87","(4.20"
"5158133","128","107","(3.30"
"88600","259","31","(3.26"
"5916693","29","0","(3.83"
"5214856","431","33","(3.45"
"7084787","				216","				16"," 3.81"
"1019632","436","        393","4.31"
"3234139","2508","965","(3.57"
"5758603","2","2","(4.50"
"4122910","				97","				36"," 4.19"
"2024483","				414","				72"," 3.63"
"5370038","				64","				2"," 3.64"
"1723360","378","97","(3.63"
"1143278","				81","				47"," 4.31"
"34110991","208","156","(3.81"
"582939","586","121","(3.74"
"31593440","67","9","(4.18"
"9290875","618","124","(4.63"
"6195310","				436","				122"," 3.18"
"4150984","47","39","(3.87"
"17569231","52","0","(3.19"
"10765116","				1208","				87"," 3.50"
"13024317","				135","				133"," 2.59"
"4575457","				46","				26"," 3.46"
"1511073","728","132","(3.84"
"5704115","				423","				144"," 3.93"
"6296352","310","8","(3.85"
"5124544","152","59","(3.70"
"4037122","				634","				80"," 3.81"
